ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
561	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	koba	k o b a	k o b a	110	110	HIT				1 7 1 7	AXBZ	KUPA	3	3.K.C 3.U.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	koba	0	1583	1402	1283	811	1368	1283
750	Jamamadi	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT				6 7 1 7	AXBZ	WAKA	4	4.W.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	waka	0	1560	1379	1260	808	1345	1260
751	Jamamadi	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT				1 7	AX	PA	4	4.P.C 4.A.V	2.0 1.5	baː	0	1567	1386	1283	811	1368	1283
760	Jamamadi	STRIKE OR BEAT	baa	baa	b aː	b aː - - - -	369	212	BEAT				1 7	AX	PA	4	4.P.C 4.A.V	2.0 1.5	baː	1	1567	1386	1283	811	1368	1283
1085	Jarawara	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT				6 7 1 7	AXBZ	WAKA	5	5.W.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	waka	0	1560	1379	1260	808	1345	1260
1086	Jarawara	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT				1 7	AX	PA	5	5.P.C 5.A.V	2.0 1.5	baː	0	1567	1386	1283	811	1368	1283
1094	Jarawara	STRIKE OR BEAT	baa	baa	b aː	b aː - - - -	369	212	BEAT				1 7	AX	PA	5	5.P.C 5.A.V	2.0 1.5	baː	1	1567	1386	1283	811	1368	1283
1350	Kulina	STRIKE OR BEAT	da	da	d a	- d a - -	38	38	HIT				1 7	AX	TA	6	6.T.C 6.A.V	2.0 1.5	da	0	1564	1383	1264	809	1349	1264
1458	Kulina	STRIKE OR BEAT	wakʰa	wakʰa	w a kʰ a	w a kʰ a	223	223	BEAT				6 7 1 7	AXBZ	WAKA	6	6.W.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	wakʰa	0	1560	1379	1260	808	1345	1260
1473	Kulina	STRIKE OR BEAT	ida	ida	i d a	i d a - -	38	38	HIT				7 1 7	XBZ	ITA	6	6.I.V 6.T.C 6.A.V	1.5 1.75 0.8	ida	0	1578	1383	1264	809	1349	1264
1474	Kulina	STRIKE OR BEAT	pʰa	pʰa	pʰ a	pʰ a - - - -	212	212	HIT				1 7	AX	PA	6	6.P.C 6.A.V	2.0 1.5	pʰa	0	1567	1400	1283	811	1368	1283
1578	Kulina	STRIKE OR BEAT	koba	koba	k o b a	k o b a	110	110	HIT				1 7 1 7	AXBZ	KUPA	6	6.K.C 6.U.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	koba	0	1583	1402	1283	811	1368	1283
1673	Paumari	STRIKE OR BEAT	da	da	d a	- d a - -	38	38	HIT				1 7	AX	TA	7	7.T.C 7.A.V	2.0 1.5	da	0	1564	1383	1264	809	1349	1264
1734	Paumari	STRIKE OR BEAT	bakha / baa	bakha / baa	b a kʰ a	b a - - kʰ a	212	212	BEAT				1 7 1 7	AXBZ	PAKA	7	7.P.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	bakʰa	0	1572	1379	1260	811	1368	1260
1735	Paumari	STRIKE OR BEAT	bakha / baa	bakha / baa	b aː	b aː	212	212	BEAT				1 7	AX	PA	7	7.P.C 7.A.V	2.0 1.5	baː	0	1567	1386	1283	811	1368	1283
1740	Paumari	STRIKE OR BEAT	baa	baa	b aː	b aː - - - -	369	212	BEAT				1 7	AX	PA	7	7.P.C 7.A.V	2.0 1.5	baː	1	1567	1386	1283	811	1368	1283
1799	Paumari	STRIKE OR BEAT	oba	oba	o b a	- o b a	110	110	HIT				7 1 7	XBZ	UPA	7	7.U.V 7.P.C 7.A.V	1.5 1.75 0.8	oba	1	1585	1402	1283	811	1368	1283
1904	Sorowaha	STRIKE OR BEAT	batoha	batoha	b a t o h a	b a t o h a	212	212	BEAT				1 7 1 7 3 7	AXBYBZ	PATUHA	8	8.P.C 8.A.V 8.T.C 8.U.V 8.H.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	batoha	0	1566	1385	1266	810	1351	1266
1908	Sorowaha	STRIKE OR BEAT	batoha	batoha	b a t o h a	b a t o h a	369	212	BEAT				1 7 1 7 3 7	AXBYBZ	PATUHA	8	8.P.C 8.A.V 8.T.C 8.U.V 8.H.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	batoha	1	1566	1385	1266	810	1351	1266
1191	Jarawara	STRONG TASTE	sina	sina	s i n a	s i n a	616	412	unknown8				3 7 4 7	AXBZ	SINA	5	5.S.C 5.I.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	sina	1	1586	1403	1284	812	1369	1284
239	Banawa	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK				1 7 4 7	AXBZ	KUMI	2	2.K.C 2.U.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	komi	0	1587	1404	1285	813	1370	1285
617	Deni	SUCK	soso	soso	s o s o	s o s o	165	165	SUCK				3 7 3 7	AXBZ	SUSU	3	3.S.C 3.U.V 3.S.C 3.U.V	2.0 1.5 1.75 0.8	soso	0	1588	1405	1286	814	1371	1286
844	Jamamadi	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK				1 7 4 7	AXBZ	KUMI	4	4.K.C 4.U.V 4.M.C 4.I.V	2.0 1.5 1.75 0.8	komi	0	1587	1404	1285	813	1370	1285
1203	Jarawara	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK				1 7 4 7	AXBZ	KUMI	5	5.K.C 5.U.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	komi	0	1587	1404	1285	813	1370	1285
1499	Kulina	SUCK	tomi / hitsi	tomi	t o m i	t o m i	378	683	SUCK				1 7 4 7	AXBZ	TUMI	6	6.T.C 6.U.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	tomi	1	1591	1404	1285	813	1370	1285
1500	Kulina	SUCK	tomi / hitsi	hitsi	h i t s i	h i t s i	566	544	SUCK				3 7 1 3 7	AXBCZ	HITSI	6	6.H.C 6.I.V 6.T.C 6.S.C 6.I.V	2.0 1.5 1.75 1.5 0.8	hitsi	0	1593	1410	1291	815	1376	1291
1829	Paumari	SUCK	soso	soso	s o s o	s o s o	165	165	SUCK				3 7 3 7	AXBZ	SUSU	7	7.S.C 7.U.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	soso	0	1588	1405	1286	814	1371	1286
17	Arawa	SUN	mahí	mahí	m a h í	m a h í	216	216	SUN				4 7 3 7	AXBZ	MAHI	1	1.M.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	mahí	0	1594	1411	1292	816	1377	1292
252	Banawa	SUN	mai	mai	m a i	m a - i	216	216	SUN				4 7 7	AXZ	MAI	2	2.M.C 2.A.V 2.I.V	2.0 1.5 0.8	mai	0	1595	1411	1292	816	1377	1292
449	Deni	SUN	mahi	mahi	m a h i	m a h i	216	216	SUN				4 7 3 7	AXBZ	MAHI	3	3.M.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	mahi	0	1594	1411	1292	816	1377	1292
860	Jamamadi	SUN	mahi	mahi	m a h i	m a h i	216	216	SUN				4 7 3 7	AXBZ	MAHI	4	4.M.C 4.A.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	mahi	0	1594	1411	1292	816	1377	1292
1072	Jarawara	SUN	bahi	bahi	b a h i	b a h i	216	216	SUN				1 7 3 7	AXBZ	PAHI	5	5.P.C 5.A.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	bahi	0	1598	1411	1292	816	1377	1292
1447	Kulina	SUN	mahi	mahi	m a h i	m a h i	216	216	SUN				4 7 3 7	AXBZ	MAHI	6	6.M.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	mahi	0	1594	1411	1292	816	1377	1292
1811	Paumari	SUN	mahi	mahi	m a h i	m a h i	216	216	SUN				4 7 3 7	AXBZ	MAHI	7	7.M.C 7.A.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	mahi	0	1594	1411	1292	816	1377	1292
1994	Sorowaha	SUN	masici	masici	m a s i c i	m a s i c i	512	495	SUN				4 7 3 7 1 7	AXBYBZ	MASICI	8	8.M.C 8.A.V 8.S.C 8.I.V 8.C.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	masici	0	1601	1411	1292	817	1384	1292
228	Banawa	SWEAT	sina	sina	s i n a	s i n a	379	412	SWEAT				3 7 4 7	AXBZ	SINA	2	2.S.C 2.I.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	sina	0	1602	1412	1293	818	1385	1293
1801	Paumari	SWEAT	tʃina	tʃina	tʃ i n a	tʃ i n a	379	412	SWEAT				1 7 4 7	AXBZ	TINA	7	7.T.C 7.I.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	tʃina	0	1603	1412	1293	818	1385	1293
1959	Sorowaha	SWEAT	sina	sina	s i n a	s i n a	379	412	SWEAT				3 7 4 7	AXBZ	SINA	8	8.S.C 8.I.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	sina	0	1602	1412	1293	818	1385	1293
5182	Sorowaha	SWEAT (SUBSTANCE)	kuwaha	kuwaha	k u w a h a	k u w a h a	414	389	SWEAT				1 7 6 7 3 7	AXBYBZ	KYWAHA	8	8.K.C 8.Y.V 8.W.C 8.A.V 8.H.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kuwaha	0	1609	1418	1299	820	1391	1299
8035	Banawa	SWEAT (SUBSTANCE)	tanako	tanako	t a n a k o	t a n a k o - -	182	182	SWEAT				1 7 4 7 1 7	AXBYBZ	TANAKU	2	2.T.C 2.A.V 2.N.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tanako	0	1604	1413	1294	819	1386	1294
8036	Deni	SWEAT (SUBSTANCE)	tanikho	tanikho	t a n i kʰ o	t a n i kʰ o - -	182	182	SWEAT				1 7 4 7 1 7	AXBYBZ	TANIKU	3	3.T.C 3.A.V 3.N.C 3.I.V 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tanikʰo	0	1604	1413	1294	819	1386	1294
8037	Jamamadi	SWEAT (SUBSTANCE)	tanakori	tanakori	t a n a k o r i	t a n a k o r i	182	182	SWEAT				1 7 4 7 1 7 5 7	AXBYBYBZ	TANAKURI	4	4.T.C 4.A.V 4.N.C 4.A.V 4.K.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tanakori	0	1604	1413	1294	819	1386	1294
8038	Jarawara	SWEAT (SUBSTANCE)	tanako	tanako	t a n a k o	t a n a k o - -	182	182	SWEAT				1 7 4 7 1 7	AXBYBZ	TANAKU	5	5.T.C 5.A.V 5.N.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tanako	0	1604	1413	1294	819	1386	1294
8039	Kulina	SWEAT (SUBSTANCE)	tanikʰo	tanikʰo	t a n i kʰ o	t a n i kʰ o - -	182	182	SWEAT				1 7 4 7 1 7	AXBYBZ	TANIKU	6	6.T.C 6.A.V 6.N.C 6.I.V 6.K.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tanikʰo	0	1604	1413	1294	819	1386	1294
833	Jamamadi	SWEET MANIOC	kojo	kojo	k o j o	k o j o	111	111	SWEET.MANIOC				1 7 6 7	AXBZ	KUJU	4	4.K.C 4.U.V 4.J.C 4.U.V	2.0 1.5 1.75 0.8	kojo	0	1611	1420	1301	822	1393	1301
1958	Sorowaha	SWEET MANIOC	kojo	kojo	k o j o	k o j o	111	111	SWEET.MANIOC				1 7 6 7	AXBZ	KUJU	8	8.K.C 8.U.V 8.J.C 8.U.V	2.0 1.5 1.75 0.8	kojo	0	1611	1420	1301	822	1393	1301
5138	Paumari	SWEET MANIOC	simaka	simaka	s i m a k a	s i m a k a	209	209	SWEET.MANIOC				3 7 4 7 1 7	AXBYBZ	SIMAKA	7	7.S.C 7.I.V 7.M.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	simaka	0	1612	1419	1300	821	1392	1300
5139	Deni	SWEET MANIOC	himeka	himeka	h i m e k a	h i m e k a	209	209	SWEET.MANIOC				3 7 4 7 1 7	AXBYBZ	HIMEKA	3	3.H.C 3.I.V 3.M.C 3.E.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	himeka	0	1610	1419	1300	821	1392	1300
450	Deni	SWELL	hapho	hapho	h a p h o	h a p h o	601	586	SWELL				3 7 1 3 7	AXBCZ	HAPHU	3	3.H.C 3.A.V 3.P.C 3.H.C 3.U.V	2.0 1.5 1.75 1.5 0.8	hapho	1	1613	1421	1302	823	1394	1302
1074	Jarawara	SWELL	ɸowa	ɸowa	ɸ o w a	ɸ o w a	316	316	SWELL				3 7 6 7	AXBZ	BUWA	5	5.B.C 5.U.V 5.W.C 5.A.V	2.0 1.5 1.75 0.8	ɸowa	1	1614	1422	1303	824	1395	1303
1501	Kulina	SWELL	hitɛ	hitɛ	h i t ɛ	h i t ɛ	600	585	SWELL				3 7 1 7	AXBZ	HITE	6	6.H.C 6.I.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	hitɛ	0	1615	1423	1304	825	1396	1304
1729	Paumari	SWELL	raɸo	raɸo	r a ɸ o	r a ɸ o	316	316	SWELL				5 7 3 7	AXBZ	RABU	7	7.R.C 7.A.V 7.B.C 7.U.V	2.0 1.5 1.75 0.8	raɸo	0	1616	1424	1305	826	1397	1305
1502	Kulina	SWIM	kona	kona	k o n a	k o n a	464	449	SWIM				1 7 4 7	AXBZ	KUNA	6	6.K.C 6.U.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	kona	1	1617	1425	1306	827	1398	1306
10125	Sorowaha	SWIM	kaɾukʷaaɾi	kaɾukʷaaɾi	k a ɾ u kʷ aː ɾ i	k a ɾ u kʷ aː ɾ i	745	707	SWIM				1 7 5 7 1 7 5 7	AXBYBYBZ	KARYKARI	8	8.K.C 8.A.V 8.R.C 8.Y.V 8.K.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kaɾukʷaːɾi	0	1618	1426	1307	828	1399	1307
213	Banawa	TAIL	joɸori	joɸori	j o ɸ o r i	j o ɸ o r i	93	93	TAIL				6 7 3 7 5 7	AXBYBZ	JUBURI	2	2.J.C 2.U.V 2.B.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	joɸori	0	1619	1427	1308	829	1400	1308
545	Deni	TAIL	jifori	jifori	j i f o r i	j i f o r i	93	93	TAIL				6 7 3 7 5 7	AXBYBZ	JIBURI	3	3.J.C 3.I.V 3.B.C 3.U.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jifori	0	1619	1427	1308	829	1400	1308
821	Jamamadi	TAIL	joɸari	joɸari	j o ɸ a r i	j o ɸ a r i	93	93	TAIL				6 7 3 7 5 7	AXBYBZ	JUBARI	4	4.J.C 4.U.V 4.B.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	joɸari	0	1619	1427	1308	829	1400	1308
1174	Jarawara	TAIL	joɸori	joɸori	j o ɸ o r i	j o ɸ o r i	93	93	TAIL				6 7 3 7 5 7	AXBYBZ	JUBURI	5	5.J.C 5.U.V 5.B.C 5.U.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	joɸori	0	1619	1427	1308	829	1400	1308
1448	Kulina	TAIL	dzopoɾi / jopoɾi	dzopoɾi	dz o p o ɾ i	dz o p o ɾ i	93	93	TAIL				2 7 1 7 5 7	AXBYBZ	CUPURI	6	6.C.C 6.U.V 6.P.C 6.U.V 6.R.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dzopoɾi	0	1623	1427	1308	829	1400	1308
1568	Kulina	TAIL	dzopoɾi / jopoɾi	jopoɾi	j o p o ɾ i	j o p o ɾ i	93	93	TAIL				6 7 1 7 5 7	AXBYBZ	JUPURI	6	6.J.C 6.U.V 6.P.C 6.U.V 6.R.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jopoɾi	0	1619	1427	1308	829	1400	1308
71	Banawa	TAKE	tama	tama	t a m a	t a m a	39	39	GRAB				1 7 4 7	AXBZ	TAMA	2	2.T.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	tama	0	1624	1428	1309	830	1401	1309
350	Deni	TAKE	dama	dama	d a m a	d a m a	39	39	GRAB				1 7 4 7	AXBZ	TAMA	3	3.T.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	dama	0	1624	1428	1309	830	1401	1309
677	Jamamadi	TAKE	dama	dama	d a m a	d a m a	39	39	GRAB				1 7 4 7	AXBZ	TAMA	4	4.T.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	dama	0	1624	1428	1309	830	1401	1309
977	Jarawara	TAKE	dama	dama	d a m a	d a m a	39	39	GRAB				1 7 4 7	AXBZ	TAMA	5	5.T.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	dama	0	1624	1428	1309	830	1401	1309
10024	Sorowaha	TAKE	aga	aga	a g a	a g a	644	606	TAKE				7 1 7	XBZ	AKA	8	8.A.V 8.K.C 8.A.V	1.5 1.75 0.8	aga	0	1628	1428	1313	831	1405	1313
10	Arawa	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	1	1.A.V 1.W.C 1.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
139	Banawa	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	2	2.A.V 2.W.C 2.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
451	Deni	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	3	3.A.V 3.W.C 3.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
743	Jamamadi	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	4	4.A.V 4.W.C 4.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
1075	Jarawara	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	5	5.A.V 5.W.C 5.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
1449	Kulina	TAPIR	awi	awi	a w i	a w i	14	14	TAPIR				7 6 7	XBZ	AWI	6	6.A.V 6.W.C 6.I.V	1.5 1.75 0.8	awi	0	1629	1429	1314	832	1406	1314
5186	Sorowaha	TAPIR	maahunɨ	maahunɨ	m aː h u n ɨ	m aː h u n ɨ	510	494	TAPIR				4 7 3 7 4 7	AXBYBZ	MAHYNI	8	8.M.C 8.A.V 8.H.C 8.Y.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maːhunɨ	0	1635	1435	1320	833	1412	1320
10088	Sorowaha	TASTE (SOMETHING)	uhu	uhu	u h u	u h u	720	662	TRY				7 3 7	XBZ	YHY	8	8.Y.V 8.H.C 8.Y.V	1.5 1.75 0.8	uhu	0	1636	1436	1321	834	1413	1321
5001	Sorowaha	TASTY	tɛmɛ	tɛmɛ	tʲ ɛ m ɛ	tʲ ɛ m ɛ	452	435	TASTY				1 7 4 7	AXBZ	TEME	8	8.T.C 8.E.V 8.M.C 8.E.V	2.0 1.5 1.75 0.8	tʲɛmɛ	0	1637	1437	1322	835	1414	1322
1684	Paumari	TEACH	na ima	na ima	n a + i m a	n a + i m a	460	442 443	? ?				4 7 9 7 4 7	AX_XBZ	NA_IMA	7	7.N.C 7.A.V 7._._ 7.I.V 7.M.C 7.A.V	2.0 1.5 0.0 1.5 1.75 0.8	na+ima	0	1638	1438	1323	836	1415	1323
166	Banawa	TELL	hijara	hijara	h i j a r a	h i j a r a	244	244	TELL				3 7 6 7 5 7	AXBYBZ	HIJARA	2	2.H.C 2.I.V 2.J.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hijara	0	1639	1439	1324	837	1416	1324
771	Jamamadi	TELL	hijari	hijari	h i j a r i	h i j a r i	244	244	TELL				3 7 6 7 5 7	AXBYBZ	HIJARI	4	4.H.C 4.I.V 4.J.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hijari	0	1639	1439	1324	837	1416	1324
1113	Jarawara	TELL	hijara	hijara	h i j a r a	h i j a r a	244	244	TELL				3 7 6 7 5 7	AXBYBZ	HIJARA	5	5.H.C 5.I.V 5.J.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hijara	0	1639	1439	1324	837	1416	1324
1915	Sorowaha	TELL	hijaɾa	hijaɾa	h i j a ɾ a	h i j a ɾ a	244	244	TELL				3 7 6 7 5 7	AXBYBZ	HIJARA	8	8.H.C 8.I.V 8.J.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hijaɾa	0	1639	1439	1324	837	1416	1324
256	Banawa	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE				4 7 1 7 1 7	AXBYBZ	MUTUTU	2	2.M.C 2.U.V 2.T.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mototo	0	1640	1440	1325	838	1417	1325
865	Jamamadi	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE				4 7 1 7 1 7	AXBYBZ	MUTUTU	4	4.M.C 4.U.V 4.T.C 4.U.V 4.T.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mototo	0	1640	1440	1325	838	1417	1325
1227	Jarawara	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE				4 7 1 7 1 7	AXBYBZ	MUTUTU	5	5.M.C 5.U.V 5.T.C 5.U.V 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mototo	0	1640	1440	1325	838	1417	1325
1975	Sorowaha	TERMITE	mototowa	mototowa	m o t o t o w a	m o t o t o w a	135	135	TERMITE				4 7 1 7 1 7 6 7	AXBYBYBZ	MUTUTUWA	8	8.M.C 8.U.V 8.T.C 8.U.V 8.T.C 8.U.V 8.W.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	mototowa	0	1640	1440	1325	838	1417	1325
140	Banawa	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST				3 7 6 7 1 7	AXBYBZ	HIJAPU	2	2.H.C 2.I.V 2.J.C 2.A.V 2.P.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hijabo	0	1641	1441	1326	839	1418	1326
452	Deni	TERMITE NEST	hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST				3 7 1 7	AXBZ	HIPU	3	3.H.C 3.I.V 3.P.C 3.U.V	2.0 1.5 1.75 0.8	hibo	0	1642	1441	1326	839	1418	1326
744	Jamamadi	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST				3 7 6 7 1 7	AXBYBZ	HIJAPU	4	4.H.C 4.I.V 4.J.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hijabo	0	1641	1441	1326	839	1418	1326
1076	Jarawara	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST				3 7 6 7 1 7	AXBYBZ	HIJAPU	5	5.H.C 5.I.V 5.J.C 5.A.V 5.P.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hijabo	0	1641	1441	1326	839	1418	1326
1450	Kulina	TERMITE NEST	hijabo / hibo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST				3 7 6 7 1 7	AXBYBZ	HIJAPU	6	6.H.C 6.I.V 6.J.C 6.A.V 6.P.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hijabo	0	1641	1441	1326	839	1418	1326
1451	Kulina	TERMITE NEST	hijabo / hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST				3 7 1 7	AXBZ	HIPU	6	6.H.C 6.I.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	hibo	0	1642	1441	1326	839	1418	1326
453	Deni	THAT	a	a	a	a	602	587	THAT				7	X	A	3	3.A.V	1.5	a	0	1643	1442	1327	840	1419	1327
1077	Jarawara	THAT	ɸa	ɸa	ɸ a	ɸ a	603	588	THAT				3 7	AX	BA	5	5.B.C 5.A.V	2.0 1.5	ɸa	0	1644	1442	1328	841	1420	1328
1078	Jarawara	THERE	ɸa	ɸa	ɸ a	ɸ a	488	472	THERE				3 7	AX	BA	5	5.B.C 5.A.V	2.0 1.5	ɸa	1	1645	1443	1329	842	1421	1329
1079	Jarawara	THEY	me	me	m e	m e	486	471	THEY				4 7	AX	ME	5	5.M.C 5.E.V	2.0 1.5	me	0	1646	1444	1330	843	1422	1330
1452	Kulina	THEY	powa	powa	p o w a	p o w a	487	470	THEY				1 7 6 7	AXBZ	PUWA	6	6.P.C 6.U.V 6.W.C 6.A.V	2.0 1.5 1.75 0.8	powa	1	1647	1445	1331	844	1423	1331
454	Deni	THICK	napide	napide	n a p i d e	n a p i d e	604	589	THICK				4 7 1 7 1 7	AXBYBZ	NAPITE	3	3.N.C 3.A.V 3.P.C 3.I.V 3.T.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	napide	0	1648	1446	1332	845	1424	1332
456	Deni	THIN	tsʰeperi	tsʰeperi	tsʰ e p e r i	tsʰ e p e r i	606	591	THIN				2 7 1 7 5 7	AXBYBZ	CEPERI	3	3.C.C 3.E.V 3.P.C 3.E.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tsʰeperi	0	1649	1447	1333	846	1425	1333
1454	Kulina	THIN	wɛɾi	wɛɾi	w ɛ ɾ i	- - w ɛ ɾ i	606	591	THIN				6 7 5 7	AXBZ	WERI	6	6.W.C 6.E.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	wɛɾi	0	1650	1448	1334	847	1425	1334
1730	Paumari	THIN	tʃapi	tʃapi	tʃ a p i	tʃ a p i	605	590	THIN				1 7 1 7	AXBZ	TAPI	7	7.T.C 7.A.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	tʃapi	0	1651	1449	1333	848	1427	1333
90	Banawa	THING	jama	jama	j a m a	j a m a	341	341	THING				6 7 4 7	AXBZ	JAMA	2	2.J.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	jama	0	1652	1450	1335	849	1428	1335
370	Deni	THING	jama	jama	j a m a	j a m a	341	341	THING				6 7 4 7	AXBZ	JAMA	3	3.J.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	jama	0	1652	1450	1335	849	1428	1335
690	Jamamadi	THING	jama	jama	j a m a	j a m a	341	341	THING				6 7 4 7	AXBZ	JAMA	4	4.J.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	jama	0	1652	1450	1335	849	1428	1335
