ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
5090	Kulina	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.				6 7 1 7	AXBZ	WAPA	6	6.W.C 6.A.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	waba	0	1143	1008	914	588	981	914
5091	Deni	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.				6 7 1 7	AXBZ	WAPA	3	3.W.C 3.A.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	waba	0	1143	1008	914	588	981	914
5092	Jarawara	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.				6 7 3 7	AXBZ	WABA	5	5.W.C 5.A.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	waɸa	0	1143	1008	914	588	981	914
5093	Banawa	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.				6 7 3 7	AXBZ	WABA	2	2.W.C 2.A.V 2.B.C 2.A.V	2.0 1.5 1.75 0.8	waɸa	0	1143	1008	914	588	981	914
5094	Jamamadi	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.				6 7 3 7	AXBZ	WABA	4	4.W.C 4.A.V 4.B.C 4.A.V	2.0 1.5 1.75 0.8	waɸa	0	1143	1008	914	588	981	914
5095	Sorowaha	OWL	waha	waha	w a h a	w a h a - -	198	198	OWL.SP.				6 7 3 7	AXBZ	WAHA	8	8.W.C 8.A.V 8.H.C 8.A.V	2.0 1.5 1.75 0.8	waha	0	1142	1008	914	588	981	914
5160	Sorowaha	OWNER	anidawa	anidawa	a n i d a w a	a n i d a w a	423	397	OWNER				7 4 7 1 7 6 7	XBYBYBZ	ANITAWA	8	8.A.V 8.N.C 8.I.V 8.T.C 8.A.V 8.W.C 8.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	anidawa	0	1144	1009	915	589	982	915
5173	Sorowaha	PACA	hawɨ	hawɨ	h a w ɨ	h a w ɨ	418	393	PACA				3 7 6 7	AXBZ	HAWI	8	8.H.C 8.A.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	hawɨ	1	1145	1010	916	590	983	916
715	Jamamadi	PACU	base	base	b a s e	b a s e - -	218	218	PACU				1 7 3 7	AXBZ	PASE	4	4.P.C 4.A.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	base	0	1146	1011	917	591	984	917
1031	Jarawara	PACU	base	base	b a s e	b a s e - -	218	218	PACU				1 7 3 7	AXBZ	PASE	5	5.P.C 5.A.V 5.S.C 5.E.V	2.0 1.5 1.75 0.8	base	0	1146	1011	917	591	984	917
1882	Sorowaha	PACU	basani	basani	b a s a n i	b a s a n i	218	218	PACU				1 7 3 7 4 7	AXBYBZ	PASANI	8	8.P.C 8.A.V 8.S.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	basani	0	1146	1011	917	591	984	917
267	Banawa	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE				7 5 7	XBZ	URI	2	2.U.V 2.R.C 2.I.V	1.5 1.75 0.8	ori	0	1147	1012	918	592	985	918
606	Deni	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE				7 5 7	XBZ	URI	3	3.U.V 3.R.C 3.I.V	1.5 1.75 0.8	ori	0	1147	1012	918	592	985	918
874	Jamamadi	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE				7 5 7	XBZ	URI	4	4.U.V 4.R.C 4.I.V	1.5 1.75 0.8	ori	0	1147	1012	918	592	985	918
1238	Jarawara	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE				7 5 7	XBZ	URI	5	5.U.V 5.R.C 5.I.V	1.5 1.75 0.8	ori	0	1147	1012	918	592	985	918
1616	Kulina	PADDLE	oɾi	oɾi	o ɾ i	o ɾ i	148	148	PADDLE				7 5 7	XBZ	URI	6	6.U.V 6.R.C 6.I.V	1.5 1.75 0.8	oɾi	0	1147	1012	918	592	985	918
114	Banawa	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN				1 7 4 7	AXBZ	KUME	2	2.K.C 2.U.V 2.M.C 2.E.V	2.0 1.5 1.75 0.8	kome	0	1148	1013	919	593	986	919
406	Deni	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN				1 7 4 7	AXBZ	KUMA	3	3.K.C 3.U.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	koma	0	1148	1013	919	593	986	919
1032	Jarawara	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN				1 7 4 7	AXBZ	KUME	5	5.K.C 5.U.V 5.M.C 5.E.V	2.0 1.5 1.75 0.8	kome	0	1148	1013	919	593	986	919
1400	Kulina	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN				1 7 4 7	AXBZ	KUMA	6	6.K.C 6.U.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	koma	0	1148	1013	919	593	986	919
1883	Sorowaha	PAIN	kowi	kowi	k o w i	k o w i	697	640	PAIN				1 7 6 7	AXBZ	KUWI	8	8.K.C 8.U.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	kowi	0	1152	1013	919	594	990	919
847	Jamamadi	PALM SPECIES WITH THORNS	korekore	korekore	k o r e k o r e	k o r e k o r e	114	114	PALM.SP.WITH.THORNS				1 7 5 7 1 7 5 7	AXBYBYBZ	KUREKURE	4	4.K.C 4.U.V 4.R.C 4.E.V 4.K.C 4.U.V 4.R.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	korekore	0	1153	1014	920	595	991	920
1206	Jarawara	PALM SPECIES WITH THORNS	korekore	korekore	k o r e k o r e	k o r e k o r e	114	114	PALM.SP.WITH.THORNS				1 7 5 7 1 7 5 7	AXBYBYBZ	KUREKURE	5	5.K.C 5.U.V 5.R.C 5.E.V 5.K.C 5.U.V 5.R.C 5.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	korekore	0	1153	1014	920	595	991	920
1965	Sorowaha	PALM SPECIES WITH THORNS	koɾiɾa	koɾiɾa	k o ɾ i ɾ a	k o ɾ i - - ɾ a	114	114	PALM.SP.WITH.THORNS				1 7 5 7 5 7	AXBYBZ	KURIRA	8	8.K.C 8.U.V 8.R.C 8.I.V 8.R.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	koɾiɾa	0	1153	1016	920	595	991	920
115	Banawa	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM				6 7 4 7	AXBZ	JANI	2	2.J.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	jani	0	1154	1017	921	596	992	921
208	Banawa	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.				6 7 6 7 4 7	AXBYBZ	JAWANA	2	2.J.C 2.A.V 2.W.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawana	0	1160	1017	921	596	992	921
407	Deni	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM				6 7 4 7	AXBZ	JANI	3	3.J.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	jani	0	1154	1017	921	596	992	921
540	Deni	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.				6 7 6 7 4 7	AXBYBZ	JAWANA	3	3.J.C 3.A.V 3.W.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawana	0	1160	1017	921	596	992	921
716	Jamamadi	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM				6 7 4 7	AXBZ	JANI	4	4.J.C 4.A.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	jani	0	1154	1017	921	596	992	921
817	Jamamadi	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.				6 7 6 7 4 7	AXBYBZ	JAWANA	4	4.J.C 4.A.V 4.W.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawana	0	1160	1017	921	596	992	921
1033	Jarawara	PALM TREE	ere / jani	ere	e r e	e r e	231	231	PALM				7 5 7	XBZ	ERE	5	5.E.V 5.R.C 5.E.V	1.5 1.75 0.8	ere	0	1157	1020	924	597	995	924
1034	Jarawara	PALM TREE	ere / jani	jani	j a n i	j a n i	256	256	PALM				6 7 4 7	AXBZ	JANI	5	5.J.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	jani	0	1154	1017	921	596	992	921
1169	Jarawara	PALM TREE	jawana / kowasaki	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.				6 7 6 7 4 7	AXBYBZ	JAWANA	5	5.J.C 5.A.V 5.W.C 5.A.V 5.N.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawana	0	1160	1017	921	596	992	921
1212	Jarawara	PALM TREE	jawana / kowasaki	kowasaki	k o w a s a k i	k o w a s a k i	120	547	PALM.SP.				1 7 6 7 3 7 1 7	AXBYBYBZ	KUWASAKI	5	5.K.C 5.U.V 5.W.C 5.A.V 5.S.C 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kowasaki	0	1167	1028	932	598	1003	932
1401	Kulina	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM				6 7 4 7	AXBZ	JANI	6	6.J.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	jani	0	1154	1017	921	596	992	921
1562	Kulina	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.				6 7 6 7 4 7	AXBYBZ	JAWANA	6	6.J.C 6.A.V 6.W.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawana	0	1160	1017	921	596	992	921
1884	Sorowaha	PALM TREE	ɨɾɨ	ɨɾɨ	ɨ ɾ ɨ	ɨ ɾ ɨ	231	231	PALM				7 5 7	XBZ	IRI	8	8.I.V 8.R.C 8.I.V	1.5 1.75 0.8	ɨɾɨ	0	1157	1022	924	597	995	924
1968	Sorowaha	PALM TREE	koasaki	koasaki	k o a s a k i	k o - a s a k i	120	547	PALM.SP.				1 7 7 3 7 1 7	AXYBYBZ	KUASAKI	8	8.K.C 8.U.V 8.A.V 8.S.C 8.A.V 8.K.C 8.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	koasaki	0	1165	1028	932	598	1003	932
5176	Sorowaha	PAN	iiʃʲaha	iiʃʲaha	iː ʃʲ a h a	iː ʃʲ a h a	417	392	PAN				7 3 7 3 7	XBYBZ	ISAHA	8	8.I.V 8.S.C 8.A.V 8.H.C 8.A.V	1.5 1.75 1.3 1.75 0.8	iːʃʲaha	0	1168	1029	933	599	1004	933
4754	Kulina	PAPAYA	kapajdzo	kapajdzo	k a p a j dz o	k a p a j dz o	453	436	PAPAYA		YES		1 7 1 7 6 2 7	AXBYMBZ	KAPAJCU	6	6.K.C 6.A.V 6.P.C 6.A.V 6.J.c 6.C.C 6.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kapajdzo	0	1169	1030	934	600	1005	934
408	Deni	PASSION FRUIT	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT				3 7 4 7 5 7	AXBYBZ	SANARU	3	3.S.C 3.A.V 3.N.C 3.A.V 3.R.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sanaro	0	1170	1031	935	601	1006	935
717	Jamamadi	PASSION FRUIT	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT				3 7 4 7 5 7	AXBYBZ	SANARU	4	4.S.C 4.A.V 4.N.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sanaro	0	1170	1031	935	601	1006	935
1885	Sorowaha	PASSION FRUIT	sanaɾo / sanaɾu	sanaɾo	s a n a ɾ o	s a n a ɾ o	1222	1222	PASSION.FRUIT				3 7 4 7 5 7	AXBYBZ	SANARU	8	8.S.C 8.A.V 8.N.C 8.A.V 8.R.C 8.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sanaɾo	0	1170	1031	935	601	1006	935
5013	Sorowaha	PASSION FRUIT	sanaɾo / sanaɾu	sanaɾu	s a n a ɾ u	s a n a ɾ u	1222	1222	PASSION.FRUIT				3 7 4 7 5 7	AXBYBZ	SANARY	8	8.S.C 8.A.V 8.N.C 8.A.V 8.R.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sanaɾu	0	1170	1031	935	601	1006	935
193	Banawa	PATAUÁ PALM	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM				3 7 6 7	AXBZ	HAWA	2	2.H.C 2.A.V 2.W.C 2.A.V	2.0 1.5 1.75 0.8	hawa	0	1171	1032	936	602	1007	936
526	Deni	PATAUÁ PALM	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM				3 7 6 7	AXBZ	HAWA	3	3.H.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.75 0.8	hawa	0	1171	1032	936	602	1007	936
801	Jamamadi	PATAUÁ PALM	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM				3 7 6 7	AXBZ	HAWA	4	4.H.C 4.A.V 4.W.C 4.A.V	2.0 1.5 1.75 0.8	hawa	0	1171	1032	936	602	1007	936
1151	Jarawara	PATAUÁ PALM	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM				3 7 6 7	AXBZ	HAWA	5	5.H.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 0.8	hawa	0	1171	1032	936	602	1007	936
1547	Kulina	PATAUÁ PALM	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM				3 7 6 7	AXBZ	HAWA	6	6.H.C 6.A.V 6.W.C 6.A.V	2.0 1.5 1.75 0.8	hawa	0	1171	1032	936	602	1007	936
63	Banawa	PATERNAL AUNT (FATHER'S SISTER)	aso	aso	a s o	- - a s o	17	17	FATHER'S.SISTER				7 3 7	XBZ	ASU	2	2.A.V 2.S.C 2.U.V	1.5 1.75 0.8	aso	0	1172	1033	937	603	1008	937
338	Deni	PATERNAL AUNT (FATHER'S SISTER)	atsʰo / matsʰodini	atsʰo	a tsʰ o	- - a tsʰ o	17	17	FATHER'S.SISTER				7 2 7	XBZ	ACU	3	3.A.V 3.C.C 3.U.V	1.5 1.75 0.8	atsʰo	0	1173	1033	937	603	1008	937
594	Deni	PATERNAL AUNT (FATHER'S SISTER)	atsʰo / matsʰodini	matsʰodini	m a tsʰ o d i n i	m a tsʰ o d i n i	131	131	FATHER'S.SISTER				4 7 2 7 1 7 4 7	AXBYBYBZ	MACUTINI	3	3.M.C 3.A.V 3.C.C 3.U.V 3.T.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	matsʰodini	0	1179	1040	944	604	1015	944
667	Jamamadi	PATERNAL AUNT (FATHER'S SISTER)	aso	aso	a s o	- - a s o	17	17	FATHER'S.SISTER				7 3 7	XBZ	ASU	4	4.A.V 4.S.C 4.U.V	1.5 1.75 0.8	aso	0	1172	1033	937	603	1008	937
961	Jarawara	PATERNAL AUNT (FATHER'S SISTER)	aso	aso	a s o	- - a s o	17	17	FATHER'S.SISTER				7 3 7	XBZ	ASU	5	5.A.V 5.S.C 5.U.V	1.5 1.75 0.8	aso	0	1172	1033	937	603	1008	937
1320	Kulina	PATERNAL AUNT (FATHER'S SISTER)	atsʰo / matsʰodini	atsʰo	a tsʰ o	- - a tsʰ o	17	17	FATHER'S.SISTER				7 2 7	XBZ	ACU	6	6.A.V 6.C.C 6.U.V	1.5 1.75 0.8	atsʰo	0	1173	1033	937	603	1008	937
1603	Kulina	PATERNAL AUNT (FATHER'S SISTER)	atsʰo / matsʰodini	matsʰodini	m a tsʰ o d i n i	m a tsʰ o d i n i	131	131	FATHER'S.SISTER				4 7 2 7 1 7 4 7	AXBYBYBZ	MACUTINI	6	6.M.C 6.A.V 6.C.C 6.U.V 6.T.C 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	matsʰodini	0	1179	1040	944	604	1015	944
1656	Paumari	PATERNAL AUNT (FATHER'S SISTER)	ʔaaso / masodini	ʔaaso	ʔ a a s o	ʔ a a s o	17	17	FATHER'S.SISTER				1 7 7 3 7	AXYBZ	HAASU	7	7.H.C 7.A.V 7.A.V 7.S.C 7.U.V	2.0 1.5 1.3 1.75 0.8	ʔaaso	0	1172	1033	937	603	1008	937
1814	Paumari	PATERNAL AUNT (FATHER'S SISTER)	ʔaaso / masodini	masodini	m a s o d i n i	m a s o d i n i	131	131	FATHER'S.SISTER				4 7 3 7 1 7 4 7	AXBYBYBZ	MASUTINI	7	7.M.C 7.A.V 7.S.C 7.U.V 7.T.C 7.I.V 7.N.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	masodini	0	1181	1040	944	604	1015	944
1859	Sorowaha	PATERNAL AUNT (FATHER'S SISTER)	aso	aso	a s o	- - a s o	17	17	FATHER'S.SISTER				7 3 7	XBZ	ASU	8	8.A.V 8.S.C 8.U.V	1.5 1.75 0.8	aso	0	1172	1033	937	603	1008	937
62	Banawa	PATERNAL UNCLE (FATHER'S BROTHER)	badise	badise	b a d i s e	b a d i s e	336	336	FATHER'S.BROTHER				1 7 1 7 3 7	AXBYBZ	PATISE	2	2.P.C 2.A.V 2.T.C 2.I.V 2.S.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	badise	0	1182	1041	945	605	1016	945
666	Jamamadi	PATERNAL UNCLE (FATHER'S BROTHER)	badise	badise	b a d i s e	b a d i s e	336	336	FATHER'S.BROTHER				1 7 1 7 3 7	AXBYBZ	PATISE	4	4.P.C 4.A.V 4.T.C 4.I.V 4.S.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	badise	0	1182	1041	945	605	1016	945
960	Jarawara	PATERNAL UNCLE (FATHER'S BROTHER)	batise	batise	b a t i s e	b a t i s e	336	336	FATHER'S.BROTHER				1 7 1 7 3 7	AXBYBZ	PATISE	5	5.P.C 5.A.V 5.T.C 5.I.V 5.S.C 5.E.V	2.0 1.5 1.75 1.3 1.75 0.8	batise	0	1182	1041	945	605	1016	945
1655	Paumari	PATERNAL UNCLE (FATHER'S BROTHER)	badia	badia	b a d i a	b a d i - a	336	336	FATHER'S.BROTHER				1 7 1 7 7	AXBYZ	PATIA	7	7.P.C 7.A.V 7.T.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 0.8	badia	0	1182	1041	945	605	1016	945
116	Banawa	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH				3 7 6 7	AXBZ	HAWI	2	2.H.C 2.A.V 2.W.C 2.I.V	2.0 1.5 1.75 0.8	hawi	0	1183	1042	946	606	1017	946
409	Deni	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH				3 7 6 7	AXBZ	HAWI	3	3.H.C 3.A.V 3.W.C 3.I.V	2.0 1.5 1.75 0.8	hawi	0	1183	1042	946	606	1017	946
718	Jamamadi	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH				3 7 6 7	AXBZ	HAWI	4	4.H.C 4.A.V 4.W.C 4.I.V	2.0 1.5 1.75 0.8	hawi	0	1183	1042	946	606	1017	946
1035	Jarawara	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH				3 7 6 7	AXBZ	HAWI	5	5.H.C 5.A.V 5.W.C 5.I.V	2.0 1.5 1.75 0.8	hawi	0	1183	1042	946	606	1017	946
1402	Kulina	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH				3 7 6 7	AXBZ	HAWI	6	6.H.C 6.A.V 6.W.C 6.I.V	2.0 1.5 1.75 0.8	hawi	0	1183	1042	946	606	1017	946
1699	Paumari	PATH OR ROAD	hagihi	hagihi	h a g i h i	h a g i h i	238	238	PATH				3 7 1 7 3 7	AXBYBZ	HAKIHI	7	7.H.C 7.A.V 7.K.C 7.I.V 7.H.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hagihi	0	1188	1042	951	606	1022	951
1886	Sorowaha	PATH OR ROAD	agi	agi	a g i	- a g i - -	238	238	PATH				7 1 7	XBZ	AKI	8	8.A.V 8.K.C 8.I.V	1.5 1.75 0.8	agi	0	1188	1042	951	606	1022	951
54	Banawa	PATTERN	hano	hano	h a n o	h a n o	334	334	PATTERN				3 7 4 7	AXBZ	HANU	2	2.H.C 2.A.V 2.N.C 2.U.V	2.0 1.5 1.75 0.8	hano	0	1189	1043	952	607	1023	952
329	Deni	PATTERN	hano	hano	h a n o	h a n o	334	334	PATTERN				3 7 4 7	AXBZ	HANU	3	3.H.C 3.A.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	hano	0	1189	1043	952	607	1023	952
943	Jarawara	PATTERN	hano	hano	h a n o	h a n o	334	334	PATTERN				3 7 4 7	AXBZ	HANU	5	5.H.C 5.A.V 5.N.C 5.U.V	2.0 1.5 1.75 0.8	hano	0	1189	1043	952	607	1023	952
1307	Kulina	PATTERN	hano	hano	h a n o	h a n o	334	334	PATTERN				3 7 4 7	AXBZ	HANU	6	6.H.C 6.A.V 6.N.C 6.U.V	2.0 1.5 1.75 0.8	hano	0	1189	1043	952	607	1023	952
1700	Paumari	PAU-MULATO	baro	baro	b a r o	b a r o	458	440	PAU-MULATO				1 7 5 7	AXBZ	PARU	7	7.P.C 7.A.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	baro	0	1190	1044	953	608	1024	953
410	Deni	PAXIUBA	boba	boba	b o b a	b o b a	26	26	PAXIUBA				1 7 1 7	AXBZ	PUPA	3	3.P.C 3.U.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	boba	0	1191	1045	954	609	1025	954
1701	Paumari	PAXIUBA	boba	boba	b o b a	b o b a	26	26	PAXIUBA				1 7 1 7	AXBZ	PUPA	7	7.P.C 7.U.V 7.P.C 7.A.V	2.0 1.5 1.75 0.8	boba	0	1191	1045	954	609	1025	954
259	Banawa	PAXIUBA-BARRIGUDA	maboi	maboi	m a b oi	m a b oi	139	139	PAXIUBA-BARRIGUDA				4 7 1 7	AXBZ	MAPU	2	2.M.C 2.A.V 2.P.C 2.U.V	2.0 1.5 1.75 0.8	maboi	0	1192	1046	955	610	1026	955
598	Deni	PAXIUBA-BARRIGUDA	wabohi	wabohi	w a b o h i	w a b o h i	139	139	PAXIUBA-BARRIGUDA				6 7 1 7 3 7	AXBYBZ	WAPUHI	3	3.W.C 3.A.V 3.P.C 3.U.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wabohi	0	1193	1047	956	611	1026	956
867	Jamamadi	PAXIUBA-BARRIGUDA	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIUBA-BARRIGUDA				4 7 1 7 3 7	AXBYBZ	NAPUHI	4	4.N.C 4.A.V 4.P.C 4.U.V 4.H.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nabohi	0	1194	1047	956	611	1026	956
1229	Jarawara	PAXIUBA-BARRIGUDA	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIUBA-BARRIGUDA				4 7 1 7 3 7	AXBYBZ	NAPUHI	5	5.N.C 5.A.V 5.P.C 5.U.V 5.H.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nabohi	0	1194	1047	956	611	1026	956
1608	Kulina	PAXIUBA-BARRIGUDA	wabowi	wabowi	w a b o w i	w a b o w i	139	139	PAXIUBA-BARRIGUDA				6 7 1 7 6 7	AXBYBZ	WAPUWI	6	6.W.C 6.A.V 6.P.C 6.U.V 6.W.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wabowi	0	1193	1047	956	611	1026	956
209	Banawa	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM				6 7 6 7 1 7	AXBYBZ	JAWITA	2	2.J.C 2.A.V 2.W.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawida	0	1195	1048	957	612	1027	957
541	Deni	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM				6 7 6 7 1 7	AXBYBZ	JAWITA	3	3.J.C 3.A.V 3.W.C 3.I.V 3.T.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawida	0	1195	1048	957	612	1027	957
818	Jamamadi	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM				6 7 6 7 1 7	AXBYBZ	JAWITA	4	4.J.C 4.A.V 4.W.C 4.I.V 4.T.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawida	0	1195	1048	957	612	1027	957
1170	Jarawara	PEACH PALM	jawita	jawita	j a w i t a	j a w i t a	88	88	PEACH.PALM				6 7 6 7 1 7	AXBYBZ	JAWITA	5	5.J.C 5.A.V 5.W.C 5.I.V 5.T.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jawita	0	1195	1048	957	612	1027	957
1563	Kulina	PEACH PALM	jaʔida	jaʔida	j a ʔ i d a	j a ʔ i d a	88	88	PEACH.PALM				6 7 1 7 1 7	AXBYBZ	JAHITA	6	6.J.C 6.A.V 6.H.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jaʔida	0	1199	1048	957	612	1027	957
5015	Sorowaha	PEACH PALM	maasa	maasa	m aː s a	m aː s a	555	548	PEACH.PALM				4 7 3 7	AXBZ	MASA	8	8.M.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	maːsa	0	1200	1053	962	613	1032	962
5037	Sorowaha	PECCARY	dʒanɨdumuɾi / dʒãdumuɾi	dʒanɨdumuɾi	dʒ a n ɨ d u m u ɾ i	dʒ a n ɨ d u m u ɾ i	441	424	PECCARY				1 7 4 7 1 7 4 7 5 7	AXBYBYBYBZ	TANITYMYRI	8	8.T.C 8.A.V 8.N.C 8.I.V 8.T.C 8.Y.V 8.M.C 8.Y.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	dʒanɨdumuɾi	0	1201	1054	963	614	1033	963
5040	Sorowaha	PECCARY	dʒanɨdumuɾi / dʒãdumuɾi	dʒãdumuɾi	dʒ ã d u m u ɾ i	dʒ ã - - d u m u ɾ i	441	424	PECCARY				1 7 1 7 4 7 5 7	AXBYBYBZ	TATYMYRI	8	8.T.C 8.A.V 8.T.C 8.Y.V 8.M.C 8.Y.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	dʒãdumuɾi	0	1202	1054	963	614	1033	963
279	Banawa	PEEL	saa	saa	s aː	s aː	166	166	PEEL				3 7	AX	SA	2	2.S.C 2.A.V	2.0 1.5	saː	0	1203	1055	964	615	1034	964
514	Deni	PEEL	tero / ʃa / sa	tero	t e r o	t e r o	49	49	PEEL				1 7 5 7	AXBZ	TERU	3	3.T.C 3.E.V 3.R.C 3.U.V	2.0 1.5 1.75 0.8	tero	0	1204	1056	965	616	1035	965
618	Deni	PEEL	tero / ʃa / sa	ʃa	ʃ a	ʃ a	166	166	PEEL				3 7	AX	SA	3	3.S.C 3.A.V	2.0 1.5	ʃa	0	1203	1058	964	615	1034	964
