ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAIDS	LEXSTATIDS
332	Deni	DRY	hoko / kukutunade	kukutunade	k u k u t u n a d e	DRY	518	505	1 7 1 7 1 7 4 7 1 7	AXBYBYBYBZ	KYKYTYNATE	2	2.K.C 2.Y.V 2.K.C 2.Y.V 2.T.C 2.Y.V 2.N.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kukutunade	0	697	697
662	Jamamadi	DRY	hokori	hokori	h o k o r i	DRY	234	234	3 7 1 7 5 7	AXBYBZ	HUKURI	3	3.H.C 3.U.V 3.K.C 3.U.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hokori	0	695	695
949	Jarawara	DRY	hoko	hoko	h o k o	DRY	234	234	3 7 1 7	AXBZ	HUKU	4	4.H.C 4.U.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	hoko	0	695	695
1310	Kulina	DRY	hoko	hoko	h o k o	DRY	234	234	3 7 1 7	AXBZ	HUKU	5	5.H.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	hoko	0	695	695
5055	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	gahu	g a h u	DRY	519	506	1 7 3 7	AXBZ	KAHY	7	7.K.C 7.A.V 7.H.C 7.Y.V	2.0 1.5 1.75 0.8	gahu	0	696	696
10112	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	kasɨɾu	k a s ɨ ɾ u	DRY	735	698	1 7 3 7 5 7	AXBYBZ	KASIRY	7	7.K.C 7.A.V 7.S.C 7.I.V 7.R.C 7.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kasɨɾu	0	696	698
10122	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	kasakaɾi	k a s a k a ɾ i	DRY	735	698	1 7 3 7 1 7 5 7	AXBYBYBZ	KASAKARI	7	7.K.C 7.A.V 7.S.C 7.A.V 7.K.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kasakaɾi	0	696	699
10113	Sorowaha	DRY UP	kasɨ	kasɨ	k a s ɨ	DRY	736	698	1 7 3 7	AXBZ	KASI	7	7.K.C 7.A.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	kasɨ	0	705	705
950	Jarawara	DULL	toboro	toboro	t o b o r o	DULL	1236	1236	1 7 1 7 5 7	AXBYBZ	TUPURU	4	4.T.C 4.U.V 4.P.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	toboro	0	707	707
951	Jarawara	DUST	hobokori	hobokori	h o b o k o r i	DUST	1237	1237	3 7 1 7 1 7 5 7	AXBYBYBZ	HUPUKURI	4	4.H.C 4.U.V 4.P.C 4.U.V 4.K.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hobokori	0	709	709
10187	Paumari	DUST	χoma	χoma	χ o m a	DUST	780	743	3 7 4 7	AXBZ	GUMA	6	6.G.C 6.U.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	χoma	0	710	710
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	SMALL.EAGLE	272	272	1 7 1 7 6 7	AXBYBZ	KUKUWI	1	1.K.C 1.U.V 1.K.C 1.U.V 1.W.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kokowi	0	712	712
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	HARPY	168	168	3 7 1 7 5 7 7	AXBYBYZ	SIPIRIA	1	1.S.C 1.I.V 1.P.C 1.I.V 1.R.C 1.I.V 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	sibiria	0	713	713
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	HARPY	168	168	2 7 1 7 5 7	AXBYBZ	CIPIRI	2	2.C.C 2.I.V 2.P.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tsʰibiri	0	713	713
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	HARPY	168	168	3 7 1 7 5 7	AXBYBZ	SIPIRI	3	3.S.C 3.I.V 3.P.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sibiri	0	713	713
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	SMALL.EAGLE	272	272	1 7 1 7 6 7	AXBYBZ	KUKUWI	4	4.K.C 4.U.V 4.K.C 4.U.V 4.W.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kokowi	0	712	712
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	HARPY	168	168	3 7 1 7 5 7	AXBYBZ	SIPIRI	4	4.S.C 4.I.V 4.P.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sibiri	0	713	713
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	HARPY	168	168	2 7 1 7 5 7	AXBYBZ	CIPIRI	5	5.C.C 5.I.V 5.P.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tsibiɾi	0	713	713
1717	Paumari	EAGLE OR HAWK	kokoi	kokoi	k o k o i	SMALL.EAGLE	272	272	1 7 1 7 7	AXBYZ	KUKUI	6	6.K.C 6.U.V 6.K.C 6.U.V 6.I.V	2.0 1.5 1.75 1.3 0.8	kokoi	0	712	712
1830	Paumari	EAGLE OR HAWK	sabira	sabira	s a b i r a	HARPY	168	168	3 7 1 7 5 7	AXBYBZ	SAPIRA	6	6.S.C 6.A.V 6.P.C 6.I.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sabira	0	713	713
1983	Sorowaha	EAGLE OR HAWK	sibiɾi	sibiɾi	s i b i ɾ i	HARPY	168	168	3 7 1 7 5 7	AXBYBZ	SIPIRI	7	7.S.C 7.I.V 7.P.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sibiɾi	0	713	713
2005	Sorowaha	EAGLE OR HAWK	tobajaɾo	tobajaɾo	t o b a j a ɾ o	NIGHTHAWK	189	189	1 7 1 7 6 7 5 7	AXBYBYBZ	TUPAJARU	7	7.T.C 7.U.V 7.P.C 7.A.V 7.J.C 7.A.V 7.R.C 7.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tobajaɾo	0	713	714
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	HAWK	437	420	3 7 1 7 5 7	AXBYBZ	SIPIRI	7	7.S.C 7.I.V 7.P.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃibiɾi	0	713	713
8027	Banawa	EAGLE OR HAWK	towero	towero	t o w e r o	NIGHTHAWK	189	189	1 7 6 7 5 7	AXBYBZ	TUWERU	1	1.T.C 1.U.V 1.W.C 1.E.V 1.R.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	towero	0	713	714
8028	Jamamadi	EAGLE OR HAWK	tobejo	tobejo	t o b e j o	NIGHTHAWK	189	189	1 7 1 7 6 7	AXBYBZ	TUPEJU	3	3.T.C 3.U.V 3.P.C 3.E.V 3.J.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tobejo	0	713	714
8029	Jarawara	EAGLE OR HAWK	tobero	tobero	t o b e r o	NIGHTHAWK	189	189	1 7 1 7 5 7	AXBYBZ	TUPERU	4	4.T.C 4.U.V 4.P.C 4.E.V 4.R.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tobero	0	713	714
56	Banawa	EAR	warabi	warabi	w a r a b i	EAR	300	300	6 7 5 7 1 7	AXBYBZ	WARAPI	1	1.W.C 1.A.V 1.R.C 1.A.V 1.P.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	warabi	0	728	728
333	Deni	EAR	waribo	waribo	w a r i b o	EAR	300	300	6 7 5 7 1 7	AXBYBZ	WARIPU	2	2.W.C 2.A.V 2.R.C 2.I.V 2.P.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	waribo	0	728	728
952	Jarawara	EAR	narabi/warabi	narabi	n a r a b i	EAR	300	300	4 7 5 7 1 7	AXBYBZ	NARAPI	4	4.N.C 4.A.V 4.R.C 4.A.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	narabi	0	728	728
953	Jarawara	EAR	narabi/warabi	warabi	w a r a b i	EAR	300	300	6 7 5 7 1 7	AXBYBZ	WARAPI	4	4.W.C 4.A.V 4.R.C 4.A.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	warabi	0	728	728
1311	Kulina	EAR	aɾibo	aɾibo	a ɾ i b o	EAR	300	300	7 5 7 1 7	XBYBZ	ARIPU	5	5.A.V 5.R.C 5.I.V 5.P.C 5.U.V	1.5 1.75 1.3 1.75 0.8	aɾibo	0	728	728
1651	Paumari	EAR	morobo / narabi	morobo	m o r o b o	EAR	300	300	4 7 5 7 1 7	AXBYBZ	MURUPU	6	6.M.C 6.U.V 6.R.C 6.U.V 6.P.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	morobo	0	728	728
1652	Paumari	EAR	morobo / narabi	narabi	n a r a b i	EAR	300	300	4 7 5 7 1 7	AXBYBZ	NARAPI	6	6.N.C 6.A.V 6.R.C 6.A.V 6.P.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	narabi	0	728	728
1856	Sorowaha	EAR	waɾoba	waɾoba	w a ɾ o b a	EAR	300	300	6 7 5 7 1 7	AXBYBZ	WARUPA	7	7.W.C 7.A.V 7.R.C 7.U.V 7.P.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	waɾoba	0	728	728
5047	Sorowaha	EARTH (SOIL)	ad̥aha	ad̥aha	a d̥ a h a	EARTH	1253	3	7 1 7 3 7	XBYBZ	ATAHA	7	7.A.V 7.T.C 7.A.V 7.H.C 7.A.V	1.5 1.75 1.3 1.75 0.8	ad̥aha	0	738	738
10189	Deni	EARTH (SOIL)	nami	nami	n a m i	EARTH	782	744	4 7 4 7	AXBZ	NAMI	2	2.N.C 2.A.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	nami	1	737	737
10190	Paumari	EARTH (SOIL)	nami	nami	n a m i	EARTH	782	744	4 7 4 7	AXBZ	NAMI	6	6.N.C 6.A.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	nami	1	737	737
10191	Jarawara	EARTH (SOIL)	wami	wami	w a m i	EARTH	782	744	6 7 4 7	AXBZ	WAMI	4	4.W.C 4.A.V 4.M.C 4.I.V	2.0 1.5 1.75 0.8	wami	1	737	737
10192	Kulina	EARTH (SOIL)	nami	nami	n a m i	EARTH	782	744	4 7 4 7	AXBZ	NAMI	5	5.N.C 5.A.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	nami	1	737	737
57	Banawa	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335	3 7 4 7	AXBZ	SUMI	1	1.S.C 1.U.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	somi	0	743	743
334	Deni	EARTHWORM	tsʰomi	tsʰomi	tsʰ o m i	EARTHWORM	335	335	2 7 4 7	AXBZ	CUMI	2	2.C.C 2.U.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	tsʰomi	0	743	743
663	Jamamadi	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335	3 7 4 7	AXBZ	SUMI	3	3.S.C 3.U.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	somi	0	743	743
954	Jarawara	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335	3 7 4 7	AXBZ	SUMI	4	4.S.C 4.U.V 4.M.C 4.I.V	2.0 1.5 1.75 0.8	somi	0	743	743
1312	Kulina	EARTHWORM	tsʰomi	tsʰomi	tsʰ o m i	EARTHWORM	335	335	2 7 4 7	AXBZ	CUMI	5	5.C.C 5.U.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	tsʰomi	0	743	743
1857	Sorowaha	EARTHWORM	somi /sʊʊmi	somi	s o m i	EARTHWORM	335	335	3 7 4 7	AXBZ	SUMI	7	7.S.C 7.U.V 7.M.C 7.I.V	2.0 1.5 1.75 0.8	somi	0	743	743
5189	Sorowaha	EARTHWORM	somi /sʊʊmi	sʊʊmi	s ʊː m i	EARTHWORM	335	335	3 7 4 7	AXBZ	SYMI	7	7.S.C 7.Y.V 7.M.C 7.I.V	2.0 1.5 1.75 0.8	sʊːmi	0	743	743
469	Deni	EAT	kadapi / hao / komi	kadapi	k a d a p i	EAT	609	593	1 7 1 7 1 7	AXBYBZ	KATAPI	2	2.K.C 2.A.V 2.T.C 2.A.V 2.P.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kadapi	0	751	752
517	Deni	EAT	kadapi / hao / komi	hao	h a o	EAT	53	53	3 7 7	AXZ	HAU	2	2.H.C 2.A.V 2.U.V	2.0 1.5 0.8	hao	0	752	754
575	Deni	EAT	kadapi / hao / komi	komi	k o m i	SUCK	610	683	1 7 4 7	AXBZ	KUMI	2	2.K.C 2.U.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	komi	0	753	755
1468	Kulina	EAT	hipa	hipa	h i p a	EAT	608	592	3 7 1 7	AXBZ	HIPA	5	5.H.C 5.I.V 5.P.C 5.A.V	2.0 1.5 1.75 0.8	hipa	0	752	753
1770	Paumari	EAT	ha	ha	h a	EAT	53	53	3 7	AX	HA	6	6.H.C 6.A.V	2.0 1.5	ha	1	752	754
1934	Sorowaha	EAT	hawa	hawa	h a w a	EAT	53	53	3 7 6 7	AXBZ	HAWA	7	7.H.C 7.A.V 7.W.C 7.A.V	2.0 1.5 1.75 0.8	hawa	0	752	754
2457	Banawa	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184	1 7 3 7	AXBZ	TABA	1	1.T.C 1.A.V 1.B.C 1.A.V	2.0 1.5 1.75 0.8	taɸa	0	751	751
6847	Jarawara	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184	1 7 3 7	AXBZ	TABA	4	4.T.C 4.A.V 4.B.C 4.A.V	2.0 1.5 1.75 0.8	taɸa	0	751	751
9087	Jamamadi	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184	1 7 3 7	AXBZ	TABA	3	3.T.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	taɸa	0	751	751
10069	Sorowaha	EDGE	ʃɨɾɨmi	ʃɨɾɨmi	ʃ ɨ ɾ ɨ m i	EDGE	702	645	3 7 5 7 4 7	AXBYBZ	SIRIMI	7	7.S.C 7.I.V 7.R.C 7.I.V 7.M.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃɨɾɨmi	0	761	761
1313	Kulina	EGG	nɛpʰɛ	nɛpʰɛ	n ɛ pʰ ɛ	EGG	784	360	4 7 1 7	AXBZ	NEPE	5	5.N.C 5.E.V 5.P.C 5.E.V	2.0 1.5 1.75 0.8	nɛpʰɛ	1	763	763
5054	Sorowaha	EGG	inʲahɨ	inʲahɨ	i nʲ a h ɨ	EGG	1255	1255	7 4 7 3 7	XBYBZ	INAHI	7	7.I.V 7.N.C 7.A.V 7.H.C 7.I.V	1.5 1.75 1.3 1.75 0.8	inʲahɨ	0	765	765
10193	Paumari	EGG	χoχoro / naɸani	χoχoro	χ o χ o r o	EGG	783	745	3 7 3 7 5 7	AXBYBZ	GUGURU	6	6.G.C 6.U.V 6.G.C 6.U.V 6.R.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	χoχoro	0	764	764
10194	Paumari	EGG	χoχoro / naɸani	naɸani	n a ɸ a n i	SCROTUM	784	360	4 7 3 7 4 7	AXBYBZ	NABANI	6	6.N.C 6.A.V 6.B.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	naɸani	0	763	763
10195	Deni	EGG	naɸani	naɸani	n a ɸ a n i	SCROTUM	784	360	4 7 3 7 4 7	AXBYBZ	NABANI	2	2.N.C 2.A.V 2.B.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	naɸani	0	763	763
58	Banawa	ELECTRIC EEL	imati	imati	i m a t i	ELECTRIC.EEL	291	291	7 4 7 1 7	XBYBZ	IMATI	1	1.I.V 1.M.C 1.A.V 1.T.C 1.I.V	1.5 1.75 1.3 1.75 0.8	imati	0	769	769
335	Deni	ELECTRIC EEL	minati	minati	m i n a t i	ELECTRIC.EEL	291	291	4 7 4 7 1 7	AXBYBZ	MINATI	2	2.M.C 2.I.V 2.N.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	minati	0	769	769
955	Jarawara	ELECTRIC EEL	imati	imati	i m a t i	ELECTRIC.EEL	291	291	7 4 7 1 7	XBYBZ	IMATI	4	4.I.V 4.M.C 4.A.V 4.T.C 4.I.V	1.5 1.75 1.3 1.75 0.8	imati	0	769	769
1314	Kulina	ELECTRIC EEL	minati	minati	m i n a t i	ELECTRIC.EEL	291	291	4 7 4 7 1 7	AXBYBZ	MINATI	5	5.M.C 5.I.V 5.N.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	minati	0	769	769
1653	Paumari	ELECTRIC EEL	minaɗi	minaɗi	m i n a ɗ i	ELECTRIC.EEL	291	291	4 7 4 7 1 7	AXBYBZ	MINATI	6	6.M.C 6.I.V 6.N.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	minaɗi	0	769	769
5172	Sorowaha	ELECTRIC EEL	hʊʊsuti	hʊʊsuti	h ʊː s u t i	EEL	419	394	3 7 3 7 1 7	AXBYBZ	HYSYTI	7	7.H.C 7.Y.V 7.S.C 7.Y.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hʊːsuti	0	769	770
59	Banawa	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290	4 7 4 7 1 7	AXBYBZ	MANAKU	1	1.M.C 1.A.V 1.N.C 1.A.V 1.K.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	manako	0	776	776
336	Deni	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290	4 7 4 7 1 7	AXBYBZ	MANAKU	2	2.M.C 2.A.V 2.N.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	manako	0	776	776
664	Jamamadi	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290	4 7 4 7 1 7	AXBYBZ	MANAKU	3	3.M.C 3.A.V 3.N.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	manako	0	776	776
956	Jarawara	EXCHANGE	manakone	manakone	m a n a k o n e	EXCHANGE	290	290	4 7 4 7 1 7 4 7	AXBYBYBZ	MANAKUNE	4	4.M.C 4.A.V 4.N.C 4.A.V 4.K.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	manakone	0	776	776
1315	Kulina	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290	4 7 4 7 1 7	AXBYBZ	MANAKU	5	5.M.C 5.A.V 5.N.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	manako	0	776	776
1316	Kulina	EYE	nokʰo	nokʰo	n o kʰ o	EYE	1242	1242	4 7 1 7	AXBZ	NUKU	5	5.N.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	nokʰo	1	782	782
10196	Paumari	EYE	nokʰo	nokʰo	n o kʰ o	EYE	1242	1242	4 7 1 7	AXBZ	NUKU	6	6.N.C 6.U.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	nokʰo	1	782	782
10197	Deni	EYE	nukʰu	nukʰu	n u kʰ u	EYE	1242	1242	4 7 1 7	AXBZ	NYKY	2	2.N.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	nukʰu	0	782	782
10198	Jarawara	EYE	noki	noki	n o k i	EYE	1242	1242	4 7 1 7	AXBZ	NUKI	4	4.N.C 4.U.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	noki	1	782	782
10199	Sorowaha	EYE	zubi	zubi	z u b i	EYE	785	673	3 7 1 7	AXBZ	SYPI	7	7.S.C 7.Y.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	zubi	0	783	783
10095	Sorowaha	EYEBROW	zubi sihini	zubi sihini	z u b i + s i h i n i	EYE ?	725	673 674	3 7 1 7 9 3 7 3 7 4 7	AXBZ_AXBYBZ	SYPI_SIHINI	7	7.S.C 7.Y.V 7.P.C 7.I.V 7._._ 7.S.C 7.I.V 7.H.C 7.I.V 7.N.C 7.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	zubi+sihini	0	788 789	788 789
64	Banawa	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	1	1.I.V 1.J.C 1.U.V	1.5 1.75 0.8	ijo	0	791	791
339	Deni	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	2	2.I.V 2.J.C 2.U.V	1.5 1.75 0.8	ijo	0	791	791
668	Jamamadi	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	3	3.I.V 3.J.C 3.U.V	1.5 1.75 0.8	ijo	0	791	791
962	Jarawara	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	4	4.I.V 4.J.C 4.U.V	1.5 1.75 0.8	ijo	0	791	791
1321	Kulina	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	5	5.I.V 5.J.C 5.U.V	1.5 1.75 0.8	ijo	0	791	791
1658	Paumari	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	6	6.I.V 6.J.C 6.U.V	1.5 1.75 0.8	ijo	0	791	791
1860	Sorowaha	FAECES (EXCREMENT)	ijo / iidʒu	ijo	i j o	FECES	248	248	7 6 7	XBZ	IJU	7	7.I.V 7.J.C 7.U.V	1.5 1.75 0.8	ijo	0	791	791
5010	Sorowaha	FAECES (EXCREMENT)	ijo / iidʒu	iidʒu	iː dʒ u	FECES	248	248	7 1 7	XBZ	ITY	7	7.I.V 7.T.C 7.Y.V	1.5 1.75 0.8	iːdʒu	0	792	792
470	Deni	FALL	sona	sona	s o n a	FALL	1240	1240	3 7 4 7	AXBZ	SUNA	2	2.S.C 2.U.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	sona	0	800	800
1469	Kulina	FALL	tsʰona / katoha	tsʰona	tsʰ o n a	FALL	1240	1240	2 7 4 7	AXBZ	CUNA	5	5.C.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	tsʰona	0	800	800
1470	Kulina	FALL	tsʰona / katoha	katoha	k a t o h a	FALL	1241	1241	1 7 1 7 3 7	AXBYBZ	KATUHA	5	5.K.C 5.A.V 5.T.C 5.U.V 5.H.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	katoha	0	802	802
10083	Sorowaha	FALL	ubuɾi	ubuɾi	u b u ɾ i	FALL	715	658	7 1 7 5 7	XBYBZ	YPYRI	7	7.Y.V 7.P.C 7.Y.V 7.R.C 7.I.V	1.5 1.75 1.3 1.75 0.8	ubuɾi	0	801	801
60	Banawa	FAN (OBJECT)	bihi	bihi	b i h i	FAN	1238	1238	1 7 3 7	AXBZ	PIHI	1	1.P.C 1.I.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	bihi	0	805	805
957	Jarawara	FAN (OBJECT)	bihi	bihi	b i h i	FAN	1238	1238	1 7 3 7	AXBZ	PIHI	4	4.P.C 4.I.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	bihi	0	805	805
5190	Sorowaha	FAN (OBJECT)	saadʊwi	saadʊwi	s aː d ʊ w i	FAN	1239	507	3 7 1 7 6 7	AXBYBZ	SATYWI	7	7.S.C 7.A.V 7.T.C 7.Y.V 7.W.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	saːdʊwi	0	806	806
337	Deni	FAR	vahini	vahini	v a h i n i	FAR	1243	1243	3 7 3 7 4 7	AXBYBZ	BAHINI	2	2.B.C 2.A.V 2.H.C 2.I.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	vahini	0	809	809
958	Jarawara	FAR	jabo	jabo	j a b o	FAR	1244	1244	6 7 1 7	AXBZ	JAPU	4	4.J.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	jabo	0	810	810
1317	Kulina	FAR	wahi	wahi	w a h i	FAR	1243	1243	6 7 3 7	AXBZ	WAHI	5	5.W.C 5.A.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	wahi	0	809	811
10200	Paumari	FAR	ada	ada	a d a	FAR	786	746	7 1 7	XBZ	ATA	6	6.A.V 6.T.C 6.A.V	1.5 1.75 0.8	ada	0	811	812
1597	Kulina	FAST	watsʰi	watsʰi	w a tsʰ i	unknown11	621	501	6 7 2 7	AXBZ	WACI	5	5.W.C 5.A.V 5.C.C 5.I.V	2.0 1.5 1.75 0.8	watsʰi	0	814	814
289	Banawa	FASTEN	soki	soki	s o k i	FASTEN	177	177	3 7 1 7	AXBZ	SUKI	1	1.S.C 1.U.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	soki	0	816	816
628	Deni	FASTEN	tsʰoki	tsʰoki	tsʰ o k i	FASTEN	177	177	2 7 1 7	AXBZ	CUKI	2	2.C.C 2.U.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	tsʰoki	0	816	816
897	Jamamadi	FASTEN	soki	soki	s o k i	FASTEN	177	177	3 7 1 7	AXBZ	SUKI	3	3.S.C 3.U.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	soki	0	816	816
1261	Jarawara	FASTEN	soki	soki	s o k i	FASTEN	177	177	3 7 1 7	AXBZ	SUKI	4	4.S.C 4.U.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	soki	1	816	816
1632	Kulina	FASTEN	tsʰokɛ	tsʰokɛ	tsʰ o k ɛ	FASTEN	177	177	2 7 1 7	AXBZ	CUKE	5	5.C.C 5.U.V 5.K.C 5.E.V	2.0 1.5 1.75 0.8	tsʰokɛ	1	816	816
89	Banawa	FAT (ORGANIC SUBSTANCE)	jahi	jahi	j a h i	FAT	1246	1246	6 7 3 7	AXBZ	JAHI	1	1.J.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	jahi	1	822	822
689	Jamamadi	FAT (ORGANIC SUBSTANCE)	jahi	jahi	j a h i	FAT	1246	1246	6 7 3 7	AXBZ	JAHI	3	3.J.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	jahi	1	822	822
999	Jarawara	FAT (ORGANIC SUBSTANCE)	jaha	jaha	j a h a	FAT	1246	1246	6 7 3 7	AXBZ	JAHA	4	4.J.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	jaha	0	822	822
1318	Kulina	FAT (ORGANIC SUBSTANCE)	okinɛ	okinɛ	o k i n ɛ	FAT	1248	1248	7 1 7 4 7	XBYBZ	UKINE	5	5.U.V 5.K.C 5.I.V 5.N.C 5.E.V	1.5 1.75 1.3 1.75 0.8	okinɛ	0	823	823
