ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAIDS	LEXSTATIDS
1064	Jarawara	SOFT MATERIAL INSIDE SOMETHING	aɸo	aɸo	a ɸ o	SOFT.MATERIAL.INSIDE.SOMETHING	12	12	7 3 7	XBZ	ABU	4	4.A.V 4.B.C 4.U.V	1.5 1.75 0.8	aɸo	0	2383	2383
1437	Kulina	SOFT MATERIAL INSIDE SOMETHING	apʰona	apʰona	a pʰ o n a	SOFT.MATERIAL.INSIDE.SOMETHING	12	12	7 1 7 4 7	XBYBZ	APUNA	5	5.A.V 5.P.C 5.U.V 5.N.C 5.A.V	1.5 1.75 1.3 1.75 0.8	apʰona	0	2383	2383
443	Deni	SON	daʔo	daʔo	d a ʔ o	SON	36	36	1 7 1 7	AXBZ	TAHU	2	2.T.C 2.A.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8	daʔo	0	2389	2389
736	Jamamadi	SON	dao	dao	d a o	SON	36	36	1 7 7	AXZ	TAU	3	3.T.C 3.A.V 3.U.V	2.0 1.5 0.8	dao	0	2389	2389
1065	Jarawara	SON	tao	tao	t a o	SON	36	36	1 7 7	AXZ	TAU	4	4.T.C 4.A.V 4.U.V	2.0 1.5 0.8	tao	0	2389	2389
10039	Sorowaha	SON	ahiḍi	ahiḍi	a h i ḍ i	OFFSPRING	659	425	7 3 7 1 7	XBYBZ	AHITI	7	7.A.V 7.H.C 7.I.V 7.T.C 7.I.V	1.5 1.75 1.3 1.75 0.8	ahiḍi	0	2390	2390
1438	Kulina	SONG	ahiɛ	ahiɛ	a h i ɛ	SONG	473	458	7 3 7 7	XBYZ	AHIE	5	5.A.V 5.H.C 5.I.V 5.E.V	1.5 1.75 1.3 0.8	ahiɛ	0	2394	2394
1633	Kulina	SONG	tahiɛɾi	tahiɛɾi	t a h ɪ + ɛ ɾ i	SONG ?	178	178 444	1 7 3 7 9 7 5 7	AXBZ_XBZ	TAHI_ERI	5	5.T.C 5.A.V 5.H.C 5.I.V 5._._ 5.E.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	tahɪ+ɛɾi	0	2394 2395	2394 2395
1998	Jarawara	SONG	tahi	tahi	t a h i	SONG	178	178	1 7 3 7	AXBZ	TAHI	4	4.T.C 4.A.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	tahi	1	2394	2394
183	Banawa	SOUND OR NOISE	moni	moni	m o n i	MESSAGE	374	690	4 7 4 7	AXBZ	MUNI	1	1.M.C 1.U.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	moni	0	2399	2399
791	Jamamadi	SOUND OR NOISE	moni	moni	m o n i	MESSAGE	374	690	4 7 4 7	AXBZ	MUNI	3	3.M.C 3.U.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	moni	0	2399	2399
1140	Jarawara	SOUND OR NOISE	moni	moni	m o n i	MESSAGE	374	690	4 7 4 7	AXBZ	MUNI	4	4.M.C 4.U.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	moni	0	2399	2399
1439	Kulina	SOUR	tsikata	tsikata	ts i k a t a	SOUR	693	693	2 7 1 7 1 7	AXBYBZ	CIKATA	5	5.C.C 5.I.V 5.K.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsikata	0	2403	2403
1721	Paumari	SOUR	tʃikaɗa	tʃikaɗa	tʃ i k a ɗ a	SOUR	693	693	1 7 1 7 1 7	AXBYBZ	TIKATA	6	6.T.C 6.I.V 6.K.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃikaɗa	0	2403	2403
1897	Sorowaha	SOUR	sihita / ʃihʲata	sihita	s i h i t a	SOUR	693	693	3 7 3 7 1 7	AXBYBZ	SIHITA	7	7.S.C 7.I.V 7.H.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sihita	0	2403	2403
5152	Sorowaha	SOUR	sihita / ʃihʲata	ʃihʲata	ʃ i hʲ a t a	SOUR	693	693	3 7 3 7 1 7	AXBYBZ	SIHATA	7	7.S.C 7.I.V 7.H.C 7.A.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃihʲata	0	2403	2403
175	Banawa	SPIDER	hako	hako	h a k o	SPIDER	670	670	3 7 1 7	AXBZ	HAKU	1	1.H.C 1.A.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	hako	0	2408	2408
500	Deni	SPIDER	hako	hako	h a k o	SPIDER	670	670	3 7 1 7	AXBZ	HAKU	2	2.H.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	hako	0	2408	2408
785	Jamamadi	SPIDER	hako	hako	h a k o	SPIDER	670	670	3 7 1 7	AXBZ	HAKU	3	3.H.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	hako	0	2408	2408
1130	Jarawara	SPIDER	hako	hako	h a k o	SPIDER	670	670	3 7 1 7	AXBZ	HAKU	4	4.H.C 4.A.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	hako	0	2408	2408
1521	Kulina	SPIDER	hako	hako	h a k o	SPIDER	670	670	3 7 1 7	AXBZ	HAKU	5	5.H.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	hako	0	2408	2408
1926	Sorowaha	SPIDER	hahako	hahako	h a h a k o	SPIDER	670	670	3 7 3 7 1 7	AXBYBZ	HAHAKU	7	7.H.C 7.A.V 7.H.C 7.A.V 7.K.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hahako	0	2408	2408
5084	Kulina	SPIDER	wanakoni	wanakoni	w a n a k o n i	SPIDER.SP.	197	197	6 7 4 7 1 7 4 7	AXBYBYBZ	WANAKUNI	5	5.W.C 5.A.V 5.N.C 5.A.V 5.K.C 5.U.V 5.N.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakoni	0	2409	2409
5085	Deni	SPIDER	wanakoni	wanakoni	w a n a k o n i	SPIDER.SP.	197	197	6 7 4 7 1 7 4 7	AXBYBYBZ	WANAKUNI	2	2.W.C 2.A.V 2.N.C 2.A.V 2.K.C 2.U.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakoni	0	2409	2409
5086	Jarawara	SPIDER	wanakori	wanakori	w a n a k o r i	SPIDER.SP.	197	197	6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	4	4.W.C 4.A.V 4.N.C 4.A.V 4.K.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	2409	2409
5087	Banawa	SPIDER	wanakori	wanakori	w a n a k o r i	SPIDER.SP.	197	197	6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	1	1.W.C 1.A.V 1.N.C 1.A.V 1.K.C 1.U.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	2409	2409
5088	Jamamadi	SPIDER	wanakori	wanakori	w a n a k o r i	SPIDER.SP.	197	197	6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	3	3.W.C 3.A.V 3.N.C 3.A.V 3.K.C 3.U.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	2409	2409
10077	Sorowaha	SPIDER MONKEY	sɨwɨ	sɨwɨ	s ɨ w ɨ	SPIDER.MONKEY	709	652	3 7 6 7	AXBZ	SIWI	7	7.S.C 7.I.V 7.W.C 7.I.V	2.0 1.5 1.75 0.8	sɨwɨ	0	2420	2420
560	Deni	SPILL (SOMETHING)	kitsʰa	kitsʰa	k i tsʰ a	SPILL	109	109	1 7 2 7	AXBZ	KICA	2	2.K.C 2.I.V 2.C.C 2.A.V	2.0 1.5 1.75 0.8	kitsʰa	0	2422	2422
1577	Kulina	SPILL (SOMETHING)	kitsʰa	kitsʰa	k i tsʰ a	SPILL	109	109	1 7 2 7	AXBZ	KICA	5	5.K.C 5.I.V 5.C.C 5.A.V	2.0 1.5 1.75 0.8	kitsʰa	0	2422	2422
1798	Paumari	SPILL (SOMETHING)	kitʃo	kitʃo	k i tʃ o	SPILL	109	109	1 7 1 7	AXBZ	KITU	6	6.K.C 6.I.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	kitʃo	0	2422	2422
5017	Sorowaha	SPIRIT	kuɾimʲa	kuɾimʲa	k u ɾ i mʲ a	SPIRIT	1233	1233	1 7 5 7 4 7	AXBYBZ	KYRIMA	7	7.K.C 7.Y.V 7.R.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kuɾimʲa	0	2426	2426
274	Banawa	SPIT	ɸiro	ɸiro	ɸ i r o	SPIT	158	158	3 7 5 7	AXBZ	BIRU	1	1.B.C 1.I.V 1.R.C 1.U.V	2.0 1.5 1.75 0.8	ɸiro	0	2428	2428
883	Jamamadi	SPIT	ɸiro	ɸiro	ɸ i r o	SPIT	158	158	3 7 5 7	AXBZ	BIRU	3	3.B.C 3.I.V 3.R.C 3.U.V	2.0 1.5 1.75 0.8	ɸiro	0	2428	2428
1246	Jarawara	SPIT	ɸiro	ɸiro	ɸ i r o	SPIT	158	158	3 7 5 7	AXBZ	BIRU	4	4.B.C 4.I.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	ɸiro	0	2428	2428
1621	Kulina	SPIT	pʰito	pʰito	pʰ i t o	SPIT	158	158	1 7 1 7	AXBZ	PITU	5	5.P.C 5.I.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	pʰito	0	2429	2429
1109	Jarawara	SPLIT	jara / sibi	jara	j a r a	SPLIT	1234	1234	6 7 5 7	AXBZ	JARA	4	4.J.C 4.A.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	jara	0	2433	2433
1110	Jarawara	SPLIT	jara / sibi	sibi	s i b i	SPLIT	1235	1235	3 7 1 7	AXBZ	SIPI	4	4.S.C 4.I.V 4.P.C 4.I.V	2.0 1.5 1.75 0.8	sibi	0	2434	2434
1807	Paumari	SPREAD OUT	riɸira	riɸira	r i ɸ i r a	unknown3	628	403	5 7 3 7 5 7	AXBYBZ	RIBIRA	6	6.R.C 6.I.V 6.B.C 6.I.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	riɸira	0	2436	2436
263	Banawa	SQUEEZE	niki	niki	n i k i	SQUEEZE	142	142	4 7 1 7	AXBZ	NIKI	1	1.N.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	niki	0	2438	2438
602	Deni	SQUEEZE	niki	niki	n i k i	SQUEEZE	142	142	4 7 1 7	AXBZ	NIKI	2	2.N.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	niki	0	2438	2438
871	Jamamadi	SQUEEZE	niki	niki	n i k i	SQUEEZE	142	142	4 7 1 7	AXBZ	NIKI	3	3.N.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	niki	0	2438	2438
1233	Jarawara	SQUEEZE	niki	niki	n i k i	SQUEEZE	142	142	4 7 1 7	AXBZ	NIKI	4	4.N.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	niki	0	2438	2438
1497	Kulina	SQUEEZE	tsʰipo / niki	tsʰipo	tsʰ i p o	SQUEEZE	567	555	2 7 1 7	AXBZ	CIPU	5	5.C.C 5.I.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8	tsʰipo	0	2439	2439
1611	Kulina	SQUEEZE	tsʰipo / niki	niki	n i k i	SQUEEZE	142	142	4 7 1 7	AXBZ	NIKI	5	5.N.C 5.I.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8	niki	0	2438	2438
5027	Sorowaha	SQUIRREL	taawi	taawi	t aː w i	SQUIRREL	443	426	1 7 6 7	AXBZ	TAWI	7	7.T.C 7.A.V 7.W.C 7.I.V	2.0 1.5 1.75 0.8	taːwi	0	2445	2445
567	Deni	SQUIRREL MONKEY	pitsʰi	pitsʰi	p i tsʰ i	SQUIRREL.MONKEY	559	401	1 7 2 7	AXBZ	PICI	2	2.P.C 2.I.V 2.C.C 2.I.V	2.0 1.5 1.75 0.8	pitsʰi	0	2447	2447
1584	Kulina	SQUIRREL MONKEY	pitsʰi	pitsʰi	p i tsʰ i	SQUIRREL.MONKEY	559	401	1 7 2 7	AXBZ	PICI	5	5.P.C 5.I.V 5.C.C 5.I.V	2.0 1.5 1.75 0.8	pitsʰi	0	2447	2447
485	Deni	STAND	wa	wa	w a	STAND	232	232	6 7	AX	WA	2	2.W.C 2.A.V	2.0 1.5	wa	0	2450	2450
770	Jamamadi	STAND	wa	wa	w a	STAND	232	232	6 7	AX	WA	3	3.W.C 3.A.V	2.0 1.5	wa	0	2450	2450
1112	Jarawara	STAND	wa	wa	w a	STAND	232	232	6 7	AX	WA	4	4.W.C 4.A.V	2.0 1.5	wa	0	2450	2450
1498	Kulina	STAND	wa	wa	w a	STAND	232	232	6 7	AX	WA	5	5.W.C 5.A.V	2.0 1.5	wa	0	2450	2450
1749	Paumari	STAND	gaa	gaa	g aː	STAND	232	232	1 7	AX	KA	6	6.K.C 6.A.V	2.0 1.5	gaː	0	2451	2451
1914	Sorowaha	STAND	gawɨja	gawɨja	g a w ɨ j a	STAND	232	232	1 7 6 7 6 7	AXBYBZ	KAWIJA	7	7.K.C 7.A.V 7.W.C 7.I.V 7.J.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	gawɨja	0	2452	2452
133	Banawa	STAR	amowa	amowa	a m o w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMUWA	1	1.A.V 1.M.C 1.U.V 1.W.C 1.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	2457	2457
444	Deni	STAR	amowa	amowa	a m o w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMUWA	2	2.A.V 2.M.C 2.U.V 2.W.C 2.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	2457	2457
737	Jamamadi	STAR	amowa	amowa	a m o w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMUWA	3	3.A.V 3.M.C 3.U.V 3.W.C 3.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	2457	2457
1066	Jarawara	STAR	amowa	amowa	a m o w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMUWA	4	4.A.V 4.M.C 4.U.V 4.W.C 4.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	2457	2457
1440	Kulina	STAR	amowa	amowa	a m o w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMUWA	5	5.A.V 5.M.C 5.U.V 5.W.C 5.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	2457	2457
5164	Sorowaha	STAR	amuwa	amuwa	a m u w a	STAR	9	9	7 4 7 6 7	XBYBZ	AMYWA	7	7.A.V 7.M.C 7.Y.V 7.W.C 7.A.V	1.5 1.75 1.3 1.75 0.8	amuwa	0	2457	2457
134	Banawa	STEAL	boti	boti	b o t i	STEAL	25	25	1 7 1 7	AXBZ	PUTI	1	1.P.C 1.U.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	boti	0	2464	2464
445	Deni	STEAL	boti	boti	b o t i	STEAL	25	25	1 7 1 7	AXBZ	PUTI	2	2.P.C 2.U.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	boti	0	2464	2464
738	Jamamadi	STEAL	boti	boti	b o t i	STEAL	25	25	1 7 1 7	AXBZ	PUTI	3	3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	boti	0	2464	2464
1067	Jarawara	STEAL	boti	boti	b o t i	STEAL	25	25	1 7 1 7	AXBZ	PUTI	4	4.P.C 4.U.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	boti	1	2464	2464
1441	Kulina	STEAL	boti	boti	b o t i	STEAL	25	25	1 7 1 7	AXBZ	PUTI	5	5.P.C 5.U.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	boti	0	2464	2464
1722	Paumari	STEAL	boʔi	boʔi	b o ʔ i	STEAL	25	25	1 7 1 7	AXBZ	PUHI	6	6.P.C 6.U.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	boʔi	0	2464	2464
1583	Kulina	STICK	pini	pini	p i n i	STICK	558	400	1 7 4 7	AXBZ	PINI	5	5.P.C 5.I.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	pini	0	2471	2471
1723	Paumari	STICK	athana	athana	a t h a n a	STICK	618	474	7 1 3 7 4 7	XBCYBZ	ATHANA	6	6.A.V 6.T.C 6.H.C 6.A.V 6.N.C 6.A.V	1.5 1.75 1.5 1.3 1.75 0.8	athana	0	2472	2472
10030	Sorowaha	STICK	agadaɾu	agadaɾu	a g a + d a ɾ u	TREE ?	650	537 609	7 1 7 9 1 7 5 7	XBZ_AXBZ	AKA_TARY	7	7.A.V 7.K.C 7.A.V 7._._ 7.T.C 7.A.V 7.R.C 7.Y.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aga+daɾu	0	2473 2474	2473 2474
10003	Kulina	STING	oɾi	oɾi	o ɾ i	HORN	5	1271	7 5 7	XBZ	URI	5	5.U.V 5.R.C 5.I.V	1.5 1.75 0.8	oɾi	1	2476	2476
10063	Sorowaha	STING	kuwa	kuwa	k u w a	STING	689	638	1 7 6 7	AXBZ	KYWA	7	7.K.C 7.Y.V 7.W.C 7.A.V	2.0 1.5 1.75 0.8	kuwa	0	2477	2477
135	Banawa	STINGRAY	bote	bote	b o t e	STINGRAY	225	225	1 7 1 7	AXBZ	PUTE	1	1.P.C 1.U.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	bote	1	2479	2479
446	Deni	STINGRAY	botani	botani	b o t a n i	STINGRAY	225	225	1 7 1 7 4 7	AXBYBZ	PUTANI	2	2.P.C 2.U.V 2.T.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	botani	0	2479	2479
739	Jamamadi	STINGRAY	bote	bote	b o t e	STINGRAY	225	225	1 7 1 7	AXBZ	PUTE	3	3.P.C 3.U.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	bote	1	2479	2479
1068	Jarawara	STINGRAY	bote	bote	b o t e	STINGRAY	225	225	1 7 1 7	AXBZ	PUTE	4	4.P.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	bote	1	2479	2479
1442	Kulina	STINGRAY	botani	botani	b o t a n i	STINGRAY	225	225	1 7 1 7 4 7	AXBYBZ	PUTANI	5	5.P.C 5.U.V 5.T.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	botani	0	2479	2479
1724	Paumari	STINGRAY	boɗani	boɗani	b o ɗ a n i	STINGRAY	225	225	1 7 1 7 4 7	AXBYBZ	PUTANI	6	6.P.C 6.U.V 6.T.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	boɗani	0	2479	2479
5024	Sorowaha	STINGRAY	miʃʲa	miʃʲa	m i ʃʲ a	STINGRAY	530	520	4 7 3 7	AXBZ	MISA	7	7.M.C 7.I.V 7.S.C 7.A.V	2.0 1.5 1.75 0.8	miʃʲa	0	2480	2480
740	Jamamadi	STIR	tabo	tabo	t a b o	STIR	694	694	1 7 1 7	AXBZ	TAPU	3	3.T.C 3.A.V 3.P.C 3.U.V	2.0 1.5 1.75 0.8	tabo	0	2487	2487
1069	Jarawara	STIR	tabo	tabo	t a b o	STIR	694	694	1 7 1 7	AXBZ	TAPU	4	4.T.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	tabo	0	2487	2487
1725	Paumari	STIR	tabo	tabo	t a b o	STIR	694	694	1 7 1 7	AXBZ	TAPU	6	6.T.C 6.A.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	tabo	0	2487	2487
1899	Sorowaha	STIR	tabo	tabo	t a b o	STIR	694	694	1 7 1 7	AXBZ	TAPU	7	7.T.C 7.A.V 7.P.C 7.U.V	2.0 1.5 1.75 0.8	tabo	0	2487	2487
203	Banawa	STONE	jati	jati	j a t i	STONE	80	80	6 7 1 7	AXBZ	JATI	1	1.J.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	jati	1	2492	2492
811	Jamamadi	STONE	jati	jati	j a t i	STONE	80	80	6 7 1 7	AXBZ	JATI	3	3.J.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	jati	1	2492	2492
1163	Jarawara	STONE	jati	jati	j a t i	STONE	80	80	6 7 1 7	AXBZ	JATI	4	4.J.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	jati	1	2492	2492
1445	Kulina	STONE	tsiba	tsiba	ts i b a	STONE	554	546	2 7 1 7	AXBZ	CIPA	5	5.C.C 5.I.V 5.P.C 5.A.V	2.0 1.5 1.75 0.8	tsiba	0	2493	2493
1785	Paumari	STONE	jaɗi	jaɗi	j a ɗ i	STONE	80	80	6 7 1 7	AXBZ	JATI	6	6.J.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	jaɗi	1	2492	2492
10093	Sorowaha	STONE	zasi	zasi	z a s i	STONE	723	665	3 7 3 7	AXBZ	SASI	7	7.S.C 7.A.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	zasi	0	2494	2494
379	Deni	STORY	ima	ima	i m a	STORY	695	695	7 4 7	XBZ	IMA	2	2.I.V 2.M.C 2.A.V	1.5 1.75 0.8	ima	1	2499	2499
1370	Kulina	STORY	ima	ima	i m a	STORY	695	695	7 4 7	XBZ	IMA	5	5.I.V 5.M.C 5.A.V	1.5 1.75 0.8	ima	1	2499	2499
230	Banawa	STRAIGHTEN	ɸini	ɸini	ɸ i n i	STICK	377	400	3 7 4 7	AXBZ	BINI	1	1.B.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	ɸini	0	2502	2502
837	Jamamadi	STRAIGHTEN	ɸini	ɸini	ɸ i n i	STICK	377	400	3 7 4 7	AXBZ	BINI	3	3.B.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ɸini	0	2502	2502
1194	Jarawara	STRAIGHTEN	ɸini	ɸini	ɸ i n i	STICK	377	400	3 7 4 7	AXBZ	BINI	4	4.B.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	ɸini	0	2502	2502
448	Deni	STRETCH OUT LEGS	bitsʰo	bitsʰo	b i tsʰ o	STRETCH.OUT.LEGS	696	696	1 7 2 7	AXBZ	PICU	2	2.P.C 2.I.V 2.C.C 2.U.V	2.0 1.5 1.75 0.8	bitsʰo	0	2506	2506
1446	Kulina	STRETCH OUT LEGS	bitsʰo	bitsʰo	b i tsʰ o	STRETCH.OUT.LEGS	696	696	1 7 2 7	AXBZ	PICU	5	5.P.C 5.I.V 5.C.C 5.U.V	2.0 1.5 1.75 0.8	bitsʰo	0	2506	2506
1727	Paumari	STRETCH OUT LEGS	ʔbisoni	ʔbisoni	ɓ i s o n i	STRETCH.OUT.LEGS	696	696	1 7 3 7 4 7	AXBYBZ	PISUNI	6	6.P.C 6.I.V 6.S.C 6.U.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓisoni	0	2506	2506
145	Banawa	STRIKE OR BEAT	waka / baa	waka	w a k a	BEAT	223	223	6 7 1 7	AXBZ	WAKA	1	1.W.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	waka	0	2510	2510
146	Banawa	STRIKE OR BEAT	waka / baa	baa	b aː	BEAT	212	212	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	baː	0	2513	2513
155	Banawa	STRIKE OR BEAT	baa	baa	b aː	BEAT	369	212	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	baː	1	2513	2513
363	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	daka	d a k a	HIT	38	38	1 7 1 7	AXBZ	TAKA	2	2.T.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	daka	0	2510	2510
461	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	wakha	w a kʰ a	BEAT	223	223	6 7 1 7	AXBZ	WAKA	2	2.W.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	wakʰa	0	2510	2510
462	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	BEAT	212	212	1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	baː	0	2513	2513
475	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	BEAT	369	212	1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	baː	1	2513	2513
561	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	koba	k o b a	HIT	110	110	1 7 1 7	AXBZ	KUPA	2	2.K.C 2.U.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	koba	0	2513	2513
750	Jamamadi	STRIKE OR BEAT	waka / baa	waka	w a k a	BEAT	223	223	6 7 1 7	AXBZ	WAKA	3	3.W.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	waka	0	2510	2510
751	Jamamadi	STRIKE OR BEAT	waka / baa	baa	b aː	BEAT	212	212	1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	baː	0	2513	2513
760	Jamamadi	STRIKE OR BEAT	baa	baa	b aː	BEAT	369	212	1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	baː	1	2513	2513
1085	Jarawara	STRIKE OR BEAT	waka / baa	waka	w a k a	BEAT	223	223	6 7 1 7	AXBZ	WAKA	4	4.W.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	waka	0	2510	2510
1086	Jarawara	STRIKE OR BEAT	waka / baa	baa	b aː	BEAT	212	212	1 7	AX	PA	4	4.P.C 4.A.V	2.0 1.5	baː	0	2513	2513
1094	Jarawara	STRIKE OR BEAT	baa	baa	b aː	BEAT	369	212	1 7	AX	PA	4	4.P.C 4.A.V	2.0 1.5	baː	1	2513	2513
1350	Kulina	STRIKE OR BEAT	da	da	d a	HIT	38	38	1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	da	0	2511	2511
1458	Kulina	STRIKE OR BEAT	wakʰa	wakʰa	w a kʰ a	BEAT	223	223	6 7 1 7	AXBZ	WAKA	5	5.W.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	wakʰa	0	2510	2510
1473	Kulina	STRIKE OR BEAT	ida	ida	i d a	HIT	38	38	7 1 7	XBZ	ITA	5	5.I.V 5.T.C 5.A.V	1.5 1.75 0.8	ida	0	2511	2511
1474	Kulina	STRIKE OR BEAT	pʰa	pʰa	pʰ a	HIT	212	212	1 7	AX	PA	5	5.P.C 5.A.V	2.0 1.5	pʰa	0	2513	2513
1578	Kulina	STRIKE OR BEAT	koba	koba	k o b a	HIT	110	110	1 7 1 7	AXBZ	KUPA	5	5.K.C 5.U.V 5.P.C 5.A.V	2.0 1.5 1.75 0.8	koba	0	2513	2513
1673	Paumari	STRIKE OR BEAT	da	da	d a	HIT	38	38	1 7	AX	TA	6	6.T.C 6.A.V	2.0 1.5	da	0	2511	2511
1734	Paumari	STRIKE OR BEAT	bakha / baa	bakha / baa	b a kʰ a	BEAT	212	212	1 7 1 7	AXBZ	PAKA	6	6.P.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	bakʰa	0	2513	2513
1735	Paumari	STRIKE OR BEAT	bakha / baa	bakha / baa	b aː	BEAT	212	212	1 7	AX	PA	6	6.P.C 6.A.V	2.0 1.5	baː	0	2513	2513
